Setting;Regularization;Iteration;Train AUC;Test AUC
Setting 1;0.0001;34;0.9587690738917095;0.905920721133902
Setting 1;0.0001;35;0.9606470533665306;0.9065647126931988
Setting 1;0.0001;36;0.9622487221932634;0.9069113753429059
Setting 1;0.0001;37;0.9637705790810058;0.9081322355016497
Setting 1;0.0001;38;0.9637414629576018;0.9078304184028115
Setting 1;0.0001;39;0.9641431721463903;0.9070349368282821
Setting 1;0.0001;40;0.965275660384504;0.9087454457144425
Setting 1;0.0001;41;0.9659463188853195;0.9082277049199095
Setting 1;0.0001;42;0.9672277501966203;0.9102861120706307
Setting 1;0.0001;43;0.9673573195669534;0.9104368207411763
Setting 1;0.0001;44;0.9678186187763997;0.9106628110637681
Setting 1;0.0001;45;0.969105633211832;0.9106785469823468
Setting 1;0.0001;46;0.9694637573358057;0.910258147199161
Setting 1;0.0001;47;0.9702194628063698;0.9082250701529418
Setting 1;0.0001;48;0.9712973412753981;0.9078656515969504
Setting 1;0.0001;49;0.9721446152240859;0.9081594371992391
Setting 1;0.0001;50;0.9727722307211526;0.9086677836867222
Setting 1;0.0001;51;0.9732443302614303;0.9089410362774704
Setting 1;0.0001;52;0.9742461702494492;0.9090546946732099
Setting 1;0.0001;53;0.9743139404643741;0.9090339436119893
Setting 1;0.0001;54;0.9753513079944005;0.9084015450273498
Setting 1;0.0001;55;0.976019559198877;0.9082611573749944
Setting 1;0.0001;56;0.9766495767499126;0.9083963481766413
Setting 1;0.0001;57;0.9770343384047183;0.9096527686040441
Setting 1;0.0001;58;0.9775633910535054;0.9115319570885498
Setting 1;0.0001;59;0.9777389181853499;0.9098322234907464
Setting 1;0.0001;60;0.9782514489806043;0.911208007947184
Setting 1;0.0001;61;0.9785727926361224;0.9115365906442514
Setting 1;0.0001;62;0.9792059105248212;0.9133674629538137
Setting 1;0.0001;63;0.9794527129202236;0.9136003036705211
Setting 1;0.0001;64;0.9800891460837587;0.9135597646008338
Setting 1;0.0001;65;0.980482325936433;0.9116950400784397
Setting 1;0.0001;66;0.9808408809832271;0.912376408987063
Setting 1;0.0001;67;0.9809058213667848;0.9127530534677804
Setting 1;0.0001;68;0.9811974177175417;0.9125672024571292
Setting 1;0.0001;69;0.9815198612223017;0.9117658880536577
Setting 1;0.0001;70;0.9819190519765056;0.9118116966572802
Setting 1;0.0001;71;0.9821546147304644;0.9122730716095138
Setting 1;0.0001;72;0.982531129088666;0.9127083351125581
Setting 1;0.0001;73;0.9828079430042815;0.9133655186774996
Setting 1;0.0001;74;0.9828599965937176;0.9134497221956221
Setting 1;0.0001;75;0.9835741856386991;0.9152649130990256
Setting 1;0.0001;76;0.9840634382138667;0.9159134837016041
Setting 1;0.0001;77;0.9844333283132397;0.9171551857756018
Setting 1;0.0001;78;0.9849086319901081;0.9176720362006079
Setting 1;0.0001;79;0.9850229680814733;0.9188475420258959
Setting 1;0.0001;80;0.9854752116208498;0.9188832476610084
Setting 1;0.0001;81;0.9858613037891809;0.9176014244458767
Setting 1;0.0001;82;0.9863153517523376;0.9173870634395557
Setting 1;0.0001;83;0.9865146530324783;0.9179771240446472
Setting 1;0.0001;84;0.9865634217528246;0.9181236352588513
Setting 1;0.0001;85;0.9868654713895136;0.9186061973716655
Setting 1;0.0001;86;0.9870999185671202;0.9182438169741863
Setting 1;0.0001;87;0.9875699452742697;0.9192377419283914
Setting 1;0.0001;88;0.9878237378459319;0.919446688034324
Setting 1;0.0001;89;0.9878415073835427;0.9181652827477458
Setting 1;0.0001;90;0.9881399838207878;0.9200433083006243
Setting 1;0.0001;91;0.9884495835188608;0.9197900617680231
Setting 1;0.0001;92;0.9888345527715215;0.9212255736659948
Setting 1;0.0001;93;0.9889466021410594;0.9207979782433664
Setting 1;0.0001;94;0.9889731159519576;0.9204465366715043
Setting 1;0.0001;95;0.9893652462821426;0.9208653010820897
Setting 1;0.0001;96;0.9894892723703569;0.9208700254918247
Setting 1;0.0001;97;0.9898811280003499;0.9209632599008637
Setting 1;0.0001;98;0.9901228190849279;0.9205140412182944
Setting 1;0.0001;99;0.9902810809951629;0.922312387783912
Setting 1;0.0001;100;0.9904478313510254;0.9223466034128772
Setting 1;0.001;1;0.4755667180293117;0.4759965279222609
Setting 1;0.001;2;0.7131562498466606;0.7067281681846256
Setting 1;0.001;3;0.8084689303807802;0.7953466017775046
Setting 1;0.001;4;0.8461239362549606;0.8262702256977726
Setting 1;0.001;5;0.8707746801242081;0.8418906869709684
Setting 1;0.001;6;0.8805288467284905;0.8488674227054769
Setting 1;0.001;7;0.8889149424196944;0.8572328623399674
Setting 1;0.001;8;0.8945140736037985;0.8633237712491685
Setting 1;0.001;9;0.9028824070967096;0.8768614764907012
Setting 1;0.001;10;0.9097178705308219;0.8797643173691289
Setting 1;0.001;11;0.9152981386189173;0.8827331909590062
Setting 1;0.001;12;0.9178158508049995;0.883465474467927
Setting 1;0.001;13;0.9173549059797702;0.882599617359153
Setting 1;0.001;14;0.9215677657903647;0.8833478548363328
Setting 1;0.001;15;0.9266456386815112;0.8858917314289358
Setting 1;0.001;16;0.9277888957962357;0.8853516405421951
Setting 1;0.001;17;0.9310916015260245;0.8895058321929638
Setting 1;0.001;18;0.9315321189320143;0.8874329610801309
Setting 1;0.001;19;0.9322807566392415;0.889574717721061
Setting 1;0.001;20;0.9360219499293265;0.8926236700559461
Setting 1;0.001;21;0.9394952832718865;0.8943285278212313
Setting 1;0.001;22;0.9419553566474532;0.8894621132321086
Setting 1;0.001;23;0.9423240703589811;0.8895880187515457
Setting 1;0.001;24;0.9453399272283544;0.8942807385996814
Setting 1;0.001;25;0.946182184228879;0.8935345180820423
Setting 1;0.001;26;0.9481662923404738;0.8977026285707225
Setting 1;0.001;27;0.9493042640976872;0.8988656873934395
Setting 1;0.001;28;0.9514102363440768;0.900935305931878
Setting 1;0.001;29;0.9534173165213461;0.9009780618399795
Setting 1;0.001;30;0.9549979036810539;0.9013100606487014
Setting 1;0.001;31;0.9558666744924768;0.904398825221007
Setting 1;0.001;32;0.9579167609769044;0.9070332651140681
Setting 1;0.001;33;0.9589390682261754;0.906734173636231
Setting 1;0.001;34;0.9587334781988911;0.9058511632859578
Setting 1;0.001;35;0.9606255040800947;0.9064341736180602
Setting 1;0.001;36;0.9622630820933765;0.9068456151935563
Setting 1;0.001;37;0.9636628441820407;0.9079258333086513
Setting 1;0.001;38;0.9641326926486077;0.9070661179325329
Setting 1;0.001;39;0.9639983254611807;0.907058885951477
Setting 1;0.001;40;0.9652526149256483;0.9085572688405372
Setting 1;0.001;41;0.9659498795030753;0.9081773172730053
Setting 1;0.001;42;0.9670901641939665;0.909678280416613
Setting 1;0.001;43;0.9678481459016178;0.9107453973800967
Setting 1;0.001;44;0.968053112086863;0.9109217450588579
Setting 1;0.001;45;0.9690821935267466;0.910500291368885
Setting 1;0.001;46;0.969442976580823;0.9101081108484622
Setting 1;0.001;47;0.9701931157028402;0.9080434347694388
Setting 1;0.001;48;0.9712351856388249;0.9076643372298205
Setting 1;0.001;49;0.971920023702223;0.9077996007146941
Setting 1;0.001;50;0.9727648347854488;0.9084793342507168
Setting 1;0.001;51;0.9732347272879245;0.9087050883528218
Setting 1;0.001;52;0.9742432649279529;0.9088277049562511
Setting 1;0.001;53;0.9753345785430129;0.9082001398061865
Setting 1;0.001;54;0.9756152781033289;0.908346578337164
Setting 1;0.001;55;0.9759451867430777;0.908118934471165
Setting 1;0.001;56;0.976451380561384;0.9080113814664676
Setting 1;0.001;57;0.9770606047757489;0.909441187731144
Setting 1;0.001;58;0.9775512140762921;0.9110957305327517
Setting 1;0.001;59;0.977932420355712;0.9100651368906806
Setting 1;0.001;60;0.9784083048871848;0.9114355791299563
Setting 1;0.001;61;0.9786253148934434;0.9109436590517056
Setting 1;0.001;62;0.9792912133222296;0.913389776704408
Setting 1;0.001;63;0.979949091973273;0.9127015210600558
Setting 1;0.001;64;0.9803691180031082;0.913140237016368
Setting 1;0.001;65;0.9804224758942194;0.9131276446473438
Setting 1;0.001;66;0.9806790836186127;0.9114474628375204
Setting 1;0.001;67;0.9811483973634317;0.912562768780301
Setting 1;0.001;68;0.9811303007019282;0.9121561242977665
Setting 1;0.001;69;0.981542462128175;0.911381811713011
Setting 1;0.001;70;0.981931162899856;0.9114865845842873
Setting 1;0.001;71;0.9821600919587201;0.9117657245163976
Setting 1;0.001;72;0.9826580091231498;0.9128960940579101
Setting 1;0.001;73;0.9829114169048485;0.9131468330191904
Setting 1;0.001;74;0.9833528821313481;0.9138403400266711
Setting 1;0.001;75;0.9837357460481861;0.9151484927406719
Setting 1;0.001;76;0.9838052357604962;0.9153849494479073
Setting 1;0.001;77;0.9844185899140071;0.9164879537545702
Setting 1;0.001;78;0.9847744252192056;0.9175587775626153
Setting 1;0.001;79;0.9850648137278968;0.9172605582834984
Setting 1;0.001;80;0.9854791549316213;0.9184771664734808
Setting 1;0.001;81;0.985872706992571;0.9169901221677845
Setting 1;0.001;82;0.9862771055172087;0.9170396739575817
Setting 1;0.001;83;0.9865111238689429;0.9173059307877608
Setting 1;0.001;84;0.9868656580178884;0.9178640289439145
Setting 1;0.001;85;0.987323952300807;0.9183492258236963
Setting 1;0.001;86;0.9873428583842504;0.9183849496296154
Setting 1;0.001;87;0.9876386454856463;0.9187632113121267
Setting 1;0.001;88;0.9878659934456954;0.9187457128253006
Setting 1;0.001;89;0.987919595631252;0.9176270271124789
Setting 1;0.001;90;0.9882188322121581;0.9199798740145291
Setting 1;0.001;91;0.9885095048573075;0.9195529872533608
Setting 1;0.001;92;0.9889018165734972;0.9199183294923277
Setting 1;0.001;93;0.9891985263320264;0.9209217941200359
Setting 1;0.001;94;0.9895112787914634;0.92032864447781
Setting 1;0.001;95;0.9895290787348207;0.9202550163691712
Setting 1;0.001;96;0.9895450071520606;0.920248583903609
Setting 1;0.001;97;0.9899684910491983;0.9206695651526084
Setting 1;0.001;98;0.990176581687009;0.9201424663926387
Setting 1;0.001;99;0.9902965585685763;0.9218061854516163
Setting 1;0.001;100;0.9905023394181313;0.9219574392463622
Setting 1;0.01;1;0.4755667190777857;0.4759965279222609
Setting 1;0.01;2;0.7131609302346649;0.7067337920492909
Setting 1;0.01;3;0.8084697922264208;0.795345747749591
Setting 1;0.01;4;0.8461266077667516;0.8262723516821533
Setting 1;0.01;5;0.8707696432550387;0.8418835640147525
Setting 1;0.01;6;0.8805017300450336;0.8488369684334929
Setting 1;0.01;7;0.8888893890109941;0.8572071688193319
Setting 1;0.01;8;0.8944771306218705;0.8632909002598971
Setting 1;0.01;9;0.9028272741390906;0.8768269156164092
Setting 1;0.01;10;0.9096615905426302;0.8797204348710136
Setting 1;0.01;11;0.9152378765264156;0.8827340449869198
Setting 1;0.01;12;0.9158870287282299;0.88310914494907
Setting 1;0.01;13;0.9172253103975868;0.8824827972430526
Setting 1;0.01;14;0.9214319202545762;0.8831608408940546
Setting 1;0.01;15;0.9264975794719189;0.8856986847788422
Setting 1;0.01;16;0.9275796707095405;0.8850949597271326
Setting 1;0.01;17;0.9308938058545698;0.8892576916570376
Setting 1;0.01;18;0.9312523766284742;0.8870594964905812
Setting 1;0.01;19;0.9319381436398497;0.8891476674226328
Setting 1;0.01;20;0.935716294590499;0.8922212502859631
Setting 1;0.01;21;0.939161141942538;0.8937821680061883
Setting 1;0.01;22;0.9415982243798978;0.8885892240211523
Setting 1;0.01;23;0.9433394230801089;0.8903163773662252
Setting 1;0.01;24;0.9450747796831067;0.8936008051847852
Setting 1;0.01;25;0.9458256286220321;0.8925980310477305
Setting 1;0.01;26;0.9478476327784348;0.8967899998055724
Setting 1;0.01;27;0.9489525178411484;0.8979359962408235
Setting 1;0.01;28;0.951060004084016;0.9000649788046625
Setting 1;0.01;29;0.9532206878014704;0.89953915200116
Setting 1;0.01;30;0.9545176732247878;0.9025919565470597
Setting 1;0.01;31;0.955729916784295;0.9029799941235611
Setting 1;0.01;32;0.9576754242765435;0.9061348459197363
Setting 1;0.01;33;0.9585804313984081;0.9053188313336663
Setting 1;0.01;34;0.9584962588559882;0.9047351123401037
Setting 1;0.01;35;0.9604288376151544;0.9052782377515589
Setting 1;0.01;36;0.9619928934850634;0.9055469476406388
Setting 1;0.01;37;0.9633621072348189;0.9066179168151373
Setting 1;0.01;38;0.963618772625283;0.9064129682866728
Setting 1;0.01;39;0.9637152207014735;0.9050267174455916
Setting 1;0.01;40;0.9649351684480449;0.906901254203589
Setting 1;0.01;41;0.9655282304354644;0.9064456030554575
Setting 1;0.01;42;0.9670163935622521;0.9088431683127297
Setting 1;0.01;43;0.9676068668673278;0.9090976141185714
Setting 1;0.01;44;0.9677406259398259;0.9091312482817231
Setting 1;0.01;45;0.9688594693371049;0.9090127927930219
Setting 1;0.01;46;0.9691572548299738;0.9085847431002267
Setting 1;0.01;47;0.9698525944091088;0.9061760754800773
Setting 1;0.01;48;0.9709949582239723;0.9057337071916237
Setting 1;0.01;49;0.9717012155630282;0.9059962208356281
Setting 1;0.01;50;0.9726071579237144;0.9065066206242653
Setting 1;0.01;51;0.9730447029058709;0.9066225503708389
Setting 1;0.01;52;0.9741027673129586;0.9069326533575199
Setting 1;0.01;53;0.9752754414631295;0.9063723565337587
Setting 1;0.01;54;0.975317149759457;0.9062058937738277
Setting 1;0.01;55;0.9759377750802638;0.905897880429914
Setting 1;0.01;56;0.9765342047662203;0.9058402971435674
Setting 1;0.01;57;0.9770972290215763;0.9074047309148837
Setting 1;0.01;58;0.9775725830251973;0.9088890495995791
Setting 1;0.01;59;0.9777635195796441;0.9068124171297648
Setting 1;0.01;60;0.9783538303712475;0.9086568993735251
Setting 1;0.01;61;0.9784457951725488;0.9081937436822376
Setting 1;0.01;62;0.9791626515354251;0.9102773537418143
Setting 1;0.01;63;0.9800286617147659;0.9108620721297439
Setting 1;0.01;64;0.9801764881631267;0.9105841133000674
Setting 1;0.01;65;0.9802646354705385;0.9093166813638208
Setting 1;0.01;66;0.980735065840184;0.9085769841657774
Setting 1;0.01;67;0.9806154873787424;0.9084937073587951
Setting 1;0.01;68;0.981171009802519;0.909248268276697
Setting 1;0.01;69;0.98144462901781;0.9077347309348717
Setting 1;0.01;70;0.9819081908341815;0.9080985649968846
Setting 1;0.01;71;0.9820836938511235;0.9084416661684838
Setting 1;0.01;72;0.9826267341917484;0.9093620720388899
Setting 1;0.01;73;0.9828590330460976;0.9098388376643753
Setting 1;0.01;74;0.9834557615471484;0.9110893162379962
Setting 1;0.01;75;0.9834870595449782;0.9111198795348201
Setting 1;0.01;76;0.984129378841635;0.9127408790273095
Setting 1;0.01;77;0.9843818178333436;0.9126140104551187
Setting 1;0.01;78;0.9849050053184893;0.9131657851705502
Setting 1;0.01;79;0.9853157638865037;0.9148235078633258
Setting 1;0.01;80;0.9855956141828673;0.9143175054099034
Setting 1;0.01;81;0.9858346064953301;0.9131033684496286
Setting 1;0.01;82;0.9863263995230366;0.9135257125091285
Setting 1;0.01;83;0.9865631952824373;0.9138435199178389
Setting 1;0.01;84;0.9869033296892571;0.9141148464030797
Setting 1;0.01;85;0.9872378547600951;0.9151910851115134
Setting 1;0.01;86;0.9872954442923318;0.9152972207932901
Setting 1;0.01;87;0.9877625363207126;0.915569383135638
Setting 1;0.01;88;0.9880505311632269;0.9157024297820975
Setting 1;0.01;89;0.9879963932074485;0.9139818360982336
Setting 1;0.01;90;0.9883627006711114;0.9161319331394266
Setting 1;0.01;91;0.9886454091076409;0.915948825920583
Setting 1;0.01;92;0.9891734237671529;0.9174383959684068
Setting 1;0.01;93;0.9891090390748232;0.9170295528182648
Setting 1;0.01;94;0.9894211435773187;0.9164170512669323
Setting 1;0.01;95;0.9897692526774986;0.9174587109302672
Setting 1;0.01;96;0.9897883160320442;0.9174693226813642
Setting 1;0.01;97;0.9901909646535504;0.9174641803430758
Setting 1;0.01;98;0.9904364124205252;0.9171972330222431
Setting 1;0.01;99;0.9905158626359802;0.9188094923567227
Setting 1;0.01;100;0.9906487231662473;0.9200200678388897
Setting 1;0.1;1;0.4755667148838897;0.4759965279222609
Setting 1;0.1;2;0.7132076953211679;0.7067895582549701
Setting 1;0.1;3;0.8084769197527766;0.7953412595603429
Setting 1;0.1;4;0.8461557574413241;0.8262813098898432
Setting 1;0.1;5;0.870721115683716;0.8417933096180079
Setting 1;0.1;6;0.8802364902340727;0.8485546122686016
Setting 1;0.1;7;0.8886352661700171;0.8569529774047836
Setting 1;0.1;8;0.8941061794667939;0.8629502884888122
Setting 1;0.1;9;0.9022680034207093;0.8764686236504314
Setting 1;0.1;10;0.9090679340704442;0.8791964796605984
Setting 1;0.1;11;0.914506306927683;0.8817126276022185
Setting 1;0.1;12;0.9164375258160514;0.8816462314746355
Setting 1;0.1;13;0.9164438051269289;0.881277981906601
Setting 1;0.1;14;0.9200170915943126;0.8812925548935526
Setting 1;0.1;15;0.9249272359033403;0.8838230577724444
Setting 1;0.1;16;0.9254250482203684;0.8825575882833185
Setting 1;0.1;17;0.9288331748669707;0.8867258259676454
Setting 1;0.1;18;0.9283544594556566;0.8832975762142687
Setting 1;0.1;19;0.9284369764576064;0.8848376065922233
Setting 1;0.1;20;0.9325261215767691;0.8881697509491067
Setting 1;0.1;21;0.9355615670861696;0.8882454323588996
Setting 1;0.1;22;0.9378277440651442;0.8815635361334667
Setting 1;0.1;23;0.9424143188083195;0.8871502233282994
Setting 1;0.1;24;0.9422777949098432;0.8876015498244427
Setting 1;0.1;25;0.9420303351212331;0.8845535060298914
Setting 1;0.1;26;0.9443423681597398;0.8890978975831555
Setting 1;0.1;27;0.9449775190395542;0.8898713561399973
Setting 1;0.1;28;0.947183825006835;0.8914851599930442
Setting 1;0.1;29;0.9491841309934916;0.8910007807995628
Setting 1;0.1;30;0.9511172738316781;0.89376823099747
Setting 1;0.1;31;0.9527507743295145;0.8971745849288059
Setting 1;0.1;32;0.9540223520820199;0.8960067290131272
Setting 1;0.1;33;0.9542868338462678;0.8944548876108351
Setting 1;0.1;34;0.9562261092089696;0.8958436460232372
Setting 1;0.1;35;0.9563175214644649;0.8937677403856898
Setting 1;0.1;36;0.9580427854565918;0.89438249511705
Setting 1;0.1;37;0.9594199581725971;0.8945278797412405
Setting 1;0.1;38;0.9596989246053659;0.8941917743302105
Setting 1;0.1;39;0.9588918910893842;0.8929000661962487
Setting 1;0.1;40;0.9601604880302641;0.8960272438538609
Setting 1;0.1;41;0.9603518628468494;0.8942296059497036
Setting 1;0.1;42;0.9618554846745182;0.8969146333685423
Setting 1;0.1;43;0.9629044032427707;0.8978887521434737
Setting 1;0.1;44;0.9648291257861406;0.8987416352962831
Setting 1;0.1;45;0.9655229283023692;0.8989476559023414
Setting 1;0.1;46;0.9650554368053886;0.8978350028973351
Setting 1;0.1;47;0.9656256326230089;0.8940285278030604
Setting 1;0.1;48;0.9675926411718886;0.8936525011297699
Setting 1;0.1;49;0.969188373538747;0.8945204297105045
Setting 1;0.1;50;0.9696965489729421;0.8953126041982196
Setting 1;0.1;51;0.9699751945726623;0.8961551118204186
Setting 1;0.1;52;0.9714236740064461;0.8959683340986271
Setting 1;0.1;53;0.9732041107982046;0.8949974133856701
Setting 1;0.1;54;0.9738458806944773;0.8935619560001185
Setting 1;0.1;55;0.975485304022026;0.8957504661266182
Setting 1;0.1;56;0.9753671787455697;0.8956782916825131
Setting 1;0.1;57;0.9754642097733128;0.8976340701171454
Setting 1;0.1;58;0.9754661924376756;0.8970494607540558
Setting 1;0.1;59;0.9760439467044721;0.8972905510169928
Setting 1;0.1;60;0.9757907433752064;0.8941606477383797
Setting 1;0.1;61;0.9766493251161489;0.8978605510515173
Setting 1;0.1;62;0.9774949330396264;0.900091181107885
Setting 1;0.1;63;0.978606819811814;0.9002629315725579
Setting 1;0.1;64;0.9789240985335749;0.9012311993477408
Setting 1;0.1;65;0.9793293693885933;0.9000185342228064
Setting 1;0.1;66;0.9795766970694774;0.9006825318402503
Setting 1;0.1;67;0.9795036593210996;0.9010285948533371
Setting 1;0.1;68;0.9801036716427662;0.902457256357193
Setting 1;0.1;69;0.980337932191998;0.9015851666617303
Setting 1;0.1;70;0.9810249101908612;0.9038935314290449
Setting 1;0.1;71;0.9811129966867802;0.9054440281916432
Setting 1;0.1;72;0.981790684157394;0.9076204002192853
Setting 1;0.1;73;0.9823595934973977;0.9099274021760995
Setting 1;0.1;74;0.9829709461140135;0.9114039619263453
Setting 1;0.1;75;0.9832157857660594;0.9118661182232658
Setting 1;0.1;76;0.9839559811605156;0.9138725205252889
Setting 1;0.1;77;0.9839553845788009;0.9138775901803508
Setting 1;0.1;78;0.9844871234180153;0.9150256035751425
Setting 1;0.1;79;0.985154846191588;0.9174709943955781
Setting 1;0.1;80;0.9854266546922547;0.9163800736753527
Setting 1;0.1;81;0.9857751999576249;0.9157289409890333
Setting 1;0.1;82;0.9863427242634544;0.9174434656234686
Setting 1;0.1;83;0.9865231928533327;0.9173630052915206
Setting 1;0.1;84;0.986788800678673;0.9182020241188386
Setting 1;0.1;85;0.9873486805604572;0.9213804252804618
Setting 1;0.1;86;0.9875356863858208;0.9203002980194003
Setting 1;0.1;87;0.9876703251280177;0.9213405948722347
Setting 1;0.1;88;0.9876632699463689;0.9213959249785539
Setting 1;0.1;89;0.9878412557497791;0.9235287960950209
Setting 1;0.1;90;0.9878233897525589;0.9225695228691413
Setting 1;0.1;91;0.9881491506291032;0.9249549136859427
Setting 1;0.1;92;0.9884377577804426;0.9259486932736943
Setting 1;0.1;93;0.9887965067949295;0.9272997654330567
Setting 1;0.1;94;0.9888002907376505;0.9281233935871226
Setting 1;0.1;95;0.9889937771809025;0.9278635328808924
Setting 1;0.1;96;0.989296065869667;0.9283694263094746
Setting 1;0.1;97;0.9894370394918642;0.9280564886769527
Setting 1;0.1;98;0.9894457816682035;0.928079692797074
Setting 1;0.1;99;0.989522443991252;0.9302272277545263
Setting 1;0.1;100;0.9896822786125099;0.9308169249434842
Setting 1;1.0;1;0.47556671068999357;0.4759965279222609
Setting 1;1.0;2;0.7136689075072711;0.7073182742167338
Setting 1;1.0;3;0.8084922861879443;0.7953001935372619
Setting 1;1.0;4;0.8463693766826172;0.826279147563849
Setting 1;1.0;5;0.8700607699733147;0.8408538062297883
Setting 1;1.0;6;0.877256372698458;0.8455757083934409
Setting 1;1.0;7;0.885919806542285;0.8542007906844815
Setting 1;1.0;8;0.8901439573695498;0.8591122870449599
Setting 1;1.0;9;0.8966380796032507;0.8723632932988064
Setting 1;1.0;10;0.9027892648590891;0.8737875574674474
Setting 1;1.0;11;0.9070505704600331;0.8721347045508604
Setting 1;1.0;12;0.9089857095927446;0.8728468729767942
Setting 1;1.0;13;0.9067993330195461;0.8704807068734528
Setting 1;1.0;14;0.9052927628829462;0.8656052432226071
Setting 1;1.0;15;0.9106089874689322;0.8689857400960472
Setting 1;1.0;16;0.9081111837074519;0.8638009002907874
Setting 1;1.0;17;0.9118281069210314;0.8676514941036642
Setting 1;1.0;18;0.9083903472533357;0.8597379806019371
Setting 1;1.0;19;0.9066428629514032;0.8593944433309778
Setting 1;1.0;20;0.9144152490564048;0.8676235110613877
Setting 1;1.0;21;0.91758120441733;0.8656734564308575
Setting 1;1.0;22;0.9209936130318106;0.8567821718220576
Setting 1;1.0;23;0.9248533950238669;0.8613546009300183
Setting 1;1.0;24;0.9320171010725176;0.873415691908885
Setting 1;1.0;25;0.9302250042012354;0.8678952373043753
Setting 1;1.0;26;0.9348258811784529;0.8754214037202546
Setting 1;1.0;27;0.9372146887267278;0.8791647897737608
Setting 1;1.0;28;0.9417015389124146;0.8848179457794031
Setting 1;1.0;29;0.9453726144542544;0.8875337727155526
Setting 1;1.0;30;0.948232503474538;0.8906041666023117
Setting 1;1.0;31;0.9497508836224459;0.8956785097321932
Setting 1;1.0;32;0.9533265480288962;0.8997389581913361
Setting 1;1.0;33;0.9546241352762983;0.8999247183479538
Setting 1;1.0;34;0.954750728028902;0.9000713567578048
Setting 1;1.0;35;0.9575729118266485;0.9025658450978706
Setting 1;1.0;36;0.9600189702500531;0.9049666992711508
Setting 1;1.0;37;0.961599637093786;0.9076875776915553
Setting 1;1.0;38;0.9622157539763272;0.9074950398240484
Setting 1;1.0;39;0.9616496052684058;0.9076902851417495
Setting 1;1.0;40;0.96309605590497;0.9118558335466889
Setting 1;1.0;41;0.9639398027870704;0.913663592590163
Setting 1;1.0;42;0.9649439766782473;0.916760225121758
Setting 1;1.0;43;0.9656915113908104;0.9189108491163446
Setting 1;1.0;44;0.9665040126987817;0.9203530297003653
Setting 1;1.0;45;0.9665231379132944;0.920389989121138
Setting 1;1.0;46;0.9667007861080716;0.9209737807979274
Setting 1;1.0;47;0.966993176153658;0.9198981235553073
Setting 1;1.0;48;0.9673925336152303;0.920888287152531
Setting 1;1.0;49;0.9676182145015951;0.9221604616693193
Setting 1;1.0;50;0.967805519142053;0.9228908917559595
Setting 1;1.0;51;0.9679143832475325;0.9238514732799197
Setting 1;1.0;52;0.9680848787525776;0.924671521785071
Setting 1;1.0;53;0.968401850271452;0.9247116974386249
Setting 1;1.0;54;0.9683028732759366;0.925693229902679
Setting 1;1.0;55;0.9683552319713111;0.9257398561926018
Setting 1;1.0;56;0.968497906218361;0.9256633207548952
Setting 1;1.0;57;0.9684497634370018;0.9266394564893674
Setting 1;1.0;58;0.9684192046133527;0.927706082841071
Setting 1;1.0;59;0.9683766984282998;0.9282028181830901
Setting 1;1.0;60;0.9682919827763399;0.9287717097984076
Setting 1;1.0;61;0.9682456360309689;0.929051449367138
Setting 1;1.0;62;0.9682931969092495;0.9302944233976029
Setting 1;1.0;63;0.9683667798641152;0.9300722852860257
Setting 1;1.0;64;0.968363050442043;0.9305406923404417
Setting 1;1.0;65;0.9683909650142255;0.9300987238097349
