Setting;Regularization;Iteration;Train AUC;Test AUC
Setting 1;1.0;66;0.9683854049565225;0.9300774821367342
Setting 1;1.0;67;0.9683598515478223;0.930393926734944
Setting 1;1.0;68;0.9683232021386186;0.9302222671243044
Setting 1;1.0;69;0.9684390710989941;0.9304176941500724
Setting 1;1.0;70;0.9682949761696535;0.9303402320012254
Setting 1;1.0;71;0.968230811656867;0.9302176880810229
Setting 1;1.0;72;0.9683036984249865;0.9301967553117356
Setting 1;1.0;73;0.9682984749274425;0.9302816493205117
Setting 1;1.0;74;0.9683666708228177;0.9306288752652256
Setting 1;1.0;75;0.968368955447697;0.9304670824026094
Setting 1;1.0;76;0.9684117153634617;0.9306029818657167
Setting 1;1.0;77;0.9684163129220187;0.930615519722321
Setting 1;1.0;78;0.968412760692055;0.9304634664120816
Setting 1;1.0;79;0.9683547287037837;0.9305124730776786
Setting 1;1.0;80;0.9683574694148597;0.9305431272285358
Setting 1;1.0;81;0.9683035233298259;0.9302500321169008
Setting 1;1.0;82;0.9683312261102575;0.9302184512549032
Setting 1;1.0;83;0.9683003537928778;0.9302127637924145
Setting 1;1.0;84;0.9683019925577637;0.9304109164391833
Setting 1;1.0;85;0.9683288974494695;0.9302413464713111
Setting 1;1.0;86;0.9683307438122104;0.9301762223001951
Setting 1;1.0;87;0.9683319338302178;0.9301628667572905
Setting 1;1.0;88;0.9683035317176181;0.9301032119989832
Setting 1;1.0;89;0.9682528233203436;0.930020098729261
Setting 1;1.0;90;0.968251479176656;0.9299002440884461
Setting 1;1.0;91;0.9682467065229385;0.9299653319179486
Setting 1;1.0;92;0.9682413792264669;0.9299265190748951
Setting 1;1.0;93;0.9682501339844944;0.9299470339156289
Setting 1;1.0;94;0.9682456632912932;0.9298665554128743
Setting 1;1.0;95;0.9682229418109084;0.929811734089142
Setting 1;1.0;96;0.9682279346441691;0.9298215826663587
Setting 1;1.0;97;0.9682350904793233;0.9298323397839091
Setting 1;1.0;98;0.9682044771350254;0.9297858588604396
Setting 1;1.0;99;0.9682089006468959;0.9298534360904565
Setting 1;1.0;100;0.9682149660690742;0.9298468764292476
Setting 1;10.0;1;0.4755667180293117;0.4759965279222609
Setting 1;10.0;2;0.7179628888009009;0.7120747917670982
Setting 1;10.0;3;0.8063997207787881;0.7930287336783001
Setting 1;10.0;4;0.8436071079324734;0.8219797348261499
Setting 1;10.0;5;0.8604560570490649;0.8302391114620904
Setting 1;10.0;6;0.8535624808941823;0.8229382267073426
Setting 1;10.0;7;0.8707548440443132;0.838447355448053
Setting 1;10.0;8;0.8755668952214203;0.8444993970017806
Setting 1;10.0;9;0.8863389864535899;0.8645414515167444
Setting 1;10.0;10;0.8971606401009353;0.8681064729319488
Setting 1;10.0;11;0.9062169203826997;0.8706720999801393
Setting 1;10.0;12;0.905649035401809;0.869460161687472
Setting 1;10.0;13;0.9090620647129066;0.8727617972599514
Setting 1;10.0;14;0.9137741145353853;0.8750392534851152
Setting 1;10.0;15;0.9223365132292047;0.8845566677502524
Setting 1;10.0;16;0.9250640397443787;0.8869237605647341
Setting 1;10.0;17;0.928690650551705;0.8930735065459423
Setting 1;10.0;18;0.929721271151443;0.8931124465846424
Setting 1;10.0;19;0.9302017616292648;0.8960705993985827
Setting 1;10.0;20;0.9317798639055564;0.8964820046324654
Setting 1;10.0;21;0.9343279440930169;0.8993948394545632
Setting 1;10.0;22;0.9346651301909057;0.8995689157824903
Setting 1;10.0;23;0.9346651920508726;0.8983370986273227
Setting 1;10.0;24;0.9345897983813826;0.8993115989891943
Setting 1;10.0;25;0.9344581257721749;0.8989803633543527
Setting 1;10.0;26;0.9342367373384286;0.8996585523718081
Setting 1;10.0;27;0.934247337410723;0.9003533495065627
Setting 1;10.0;28;0.9340947225815343;0.900144857670797
Setting 1;10.0;29;0.9342957087594175;0.9000293276819702
Setting 1;10.0;30;0.9342629324132261;0.9001309024912721
Setting 1;10.0;31;0.934317306275658;0.8999924046028107
Setting 1;10.0;32;0.9343038952445286;0.9000024530589008
Setting 1;10.0;33;0.9342818154302411;0.9001303028546519
Setting 1;10.0;34;0.9343563881445772;0.9000333797718583
Setting 1;10.0;35;0.9343370312173073;0.9000277649925963
Setting 1;10.0;36;0.9343999375612755;0.9001411326554289
Setting 1;10.0;37;0.9343630417606781;0.9001007571230016
Setting 1;10.0;38;0.934369214127206;0.9000509327711044
Setting 1;10.0;39;0.9343161162576507;0.899924209565367
Setting 1;10.0;40;0.9342939483715458;0.8999355844903443
Setting 1;10.0;41;0.9342834332256467;0.89990403996996
Setting 1;10.0;42;0.9342871091755443;0.8999219745561462
Setting 1;10.0;43;0.9342884491253357;0.8999676741349287
Setting 1;10.0;44;0.9342964500305463;0.8999918776494171
Setting 1;10.0;45;0.9342983005871832;0.8999913688668304
Setting 1;10.0;46;0.9343007131258924;0.8999868806775821
Setting 1;10.0;47;0.9342878577859911;0.899957771045292
Setting 1;10.0;48;0.9342929701452896;0.8999630224084205
Setting 1;10.0;49;0.9342867390642168;0.8999576438496453
Setting 1;10.0;50;0.9342860911072753;0.899956771650925
Setting 1;10.0;51;0.9342871175633363;0.8999617686227601
Setting 1;10.0;52;0.9342869277895396;0.8999617686227601
Setting 1;10.0;53;0.9342874593658653;0.8999650938803813
Setting 1;10.0;54;0.9342886997106253;0.8999676014517021
Setting 1;10.0;55;0.9342871521629789;0.899966165957975
Setting 1;10.0;56;0.9342879930391391;0.8999635857034274
Setting 1;10.0;57;0.9342878881917376;0.8999666202281418
Setting 1;10.0;58;0.9342872381378481;0.8999659297374882
Setting 1;10.0;59;0.9342868575417805;0.8999657480294214
Setting 1;10.0;60;0.9342863301593508;0.8999637310698807
Setting 1;10.0;61;0.9342859506117573;0.8999643670481143
Setting 1;10.0;62;0.9342859589995495;0.8999643125356943
Setting 1;10.0;63;0.9342857818074408;0.899965439125708
Setting 1;10.0;64;0.9342861550641903;0.8999652574176413
Setting 1;10.0;65;0.934286339595617;0.8999654754673213
Setting 1;10.0;66;0.9342863647589934;0.8999645305853744
Setting 1;10.0;67;0.9342862620085399;0.8999646759518277
Setting 1;10.0;68;0.9342863563712013;0.8999645305853744
Setting 1;10.0;69;0.9342862221665272;0.8999642943648876
Setting 1;10.0;70;0.9342862221665272;0.8999649303431212
Setting 1;10.0;71;0.9342862158756832;0.8999648213182811
Setting 1;10.0;72;0.934286203293995;0.8999647304642477
Setting 1;10.0;73;0.9342862473299036;0.8999648394890878
Setting 1;10.0;74;0.9342862662024359;0.8999651665636079
Setting 1;10.0;75;0.9342862431360076;0.8999646759518277
Setting 1;10.0;76;0.9342863259654548;0.8999649303431212
Setting 1;10.0;77;0.9342862955597083;0.8999647122934411
Setting 1;10.0;78;0.9342862672509099;0.899964494243761
Setting 1;10.0;79;0.9342862462814296;0.8999644760729544
Setting 1;10.0;80;0.9342862819295461;0.8999646396102143
Setting 1;10.0;81;0.934286268299384;0.8999646214394077
Setting 1;10.0;82;0.9342862924142863;0.8999646032686011
Setting 1;10.0;83;0.9342862347482155;0.8999645305853744
Setting 1;10.0;84;0.9342862892688643;0.8999645305853744
Setting 1;10.0;85;0.9342862599115919;0.8999645305853744
Setting 1;10.0;86;0.9342862242634753;0.8999645124145677
Setting 1;10.0;87;0.9342862536207477;0.8999645124145677
Setting 1;10.0;88;0.9342862630570139;0.899964494243761
Setting 1;10.0;89;0.9342862662024359;0.899964494243761
Setting 1;10.0;90;0.9342862609600658;0.899964439731341
Setting 1;10.0;91;0.9342862504753257;0.899964494243761
Setting 1;10.0;92;0.9342862557176957;0.8999645124145677
Setting 1;10.0;93;0.9342862620085399;0.8999644760729544
Setting 1;10.0;94;0.9342862641054879;0.8999644760729544
Setting 1;10.0;95;0.9342862630570139;0.8999645124145677
Setting 1;10.0;96;0.9342862609600658;0.8999644760729544
Setting 1;10.0;97;0.9342862546692218;0.899964494243761
Setting 1;10.0;98;0.9342862609600658;0.899964439731341
Setting 1;10.0;99;0.9342862662024359;0.8999644760729544
Setting 1;10.0;100;0.9342862599115919;0.899964439731341
Setting 1;100.0;1;0.4755667138354157;0.4759965279222609
Setting 1;100.0;2;0.7367629557941966;0.7328406712804767
Setting 1;100.0;3;0.7897727996650923;0.7769469428798875
Setting 1;100.0;4;0.8394828525639615;0.815606942193031
Setting 1;100.0;5;0.8627837018656589;0.8323124550158967
Setting 1;100.0;6;0.8727786159279056;0.8426395240847683
Setting 1;100.0;7;0.8750656281825118;0.8483228436294878
Setting 1;100.0;8;0.8758612868039019;0.8505727347409289
Setting 1;100.0;9;0.876755759907335;0.8521764174546589
Setting 1;100.0;10;0.8760301204776327;0.8502833373884517
Setting 1;100.0;11;0.875452481542978;0.84974087521144
Setting 1;100.0;12;0.8754828914833168;0.849802029061298
Setting 1;100.0;13;0.8754057300866371;0.8497225045258937
Setting 1;100.0;14;0.8754151411893981;0.849725321000928
Setting 1;100.0;15;0.8753990125136213;0.8496999818110225
Setting 1;100.0;16;0.875393568836534;0.8497063506787614
Setting 1;100.0;17;0.8754048032356075;0.8497105299642962
Setting 1;100.0;18;0.8753940396013669;0.8496950484370108
Setting 1;100.0;19;0.8753929439460209;0.8497060054334347
Setting 1;100.0;20;0.8753939284631213;0.8497076589768419
Setting 1;100.0;21;0.8753967121616317;0.8497092216662158
Setting 1;100.0;22;0.8753967478097483;0.8497064415327947
Setting 1;100.0;23;0.8753968904022144;0.8497066050700548
Setting 1;100.0;24;0.8753952736552828;0.8497065868992482
Setting 1;100.0;25;0.8753948637019429;0.8497055148216545
Setting 1;100.0;26;0.87539507968759;0.8497061326290813
Setting 1;100.0;27;0.8753951992136277;0.8497062234831148
Setting 1;100.0;28;0.8753952013105757;0.8497060599458546
Setting 1;100.0;29;0.8753952117953159;0.8497060599458546
Setting 1;100.0;30;0.8753951677594073;0.8497060417750479
Setting 1;100.0;31;0.8753951719533033;0.8497059690918213
Setting 1;100.0;32;0.8753951897773615;0.8497059872626279
Setting 1;100.0;33;0.8753951908258356;0.8497059872626279
Setting 1;100.0;34;0.8753951887288876;0.8497059690918213
Setting 1;100.0;35;0.8753951992136277;0.8497059690918213
Setting 1;100.0;36;0.8753951971166797;0.8497059690918213
Setting 1;100.0;37;0.8753952002621017;0.8497059690918213
Setting 1;100.0;38;0.8753952002621017;0.8497059690918213
Setting 1;100.0;39;0.8753952013105757;0.8497059872626279
Setting 1;100.0;40;0.8753952034075237;0.8497059690918213
Setting 1;100.0;41;0.8753952023590498;0.8497059690918213
Setting 1;100.0;42;0.8753952023590498;0.8497059872626279
Setting 1;100.0;43;0.8753952044559978;0.8497059690918213
Setting 1;100.0;44;0.8753952044559978;0.8497059872626279
Setting 1;100.0;45;0.8753952034075237;0.8497059690918213
Setting 1;100.0;46;0.8753952023590498;0.8497059872626279
Setting 1;100.0;47;0.8753952034075237;0.8497059872626279
Setting 1;100.0;48;0.8753952023590498;0.8497059872626279
Setting 1;100.0;49;0.8753952044559978;0.8497059781772246
Setting 1;100.0;50;0.8753952034075237;0.8497059872626279
Setting 1;100.0;51;0.8753952034075237;0.8497059872626279
Setting 1;100.0;52;0.8753952044559978;0.8497059872626279
Setting 1;100.0;53;0.8753952044559978;0.8497059781772246
Setting 1;100.0;54;0.8753952034075237;0.8497059781772246
Setting 1;100.0;55;0.8753952023590498;0.8497059690918213
Setting 1;100.0;56;0.8753952034075237;0.8497059872626279
Setting 1;100.0;57;0.8753952034075237;0.8497059872626279
Setting 1;100.0;58;0.8753952023590498;0.8497059690918213
Setting 1;100.0;59;0.8753952013105757;0.8497059690918213
Setting 1;100.0;60;0.8753952013105757;0.8497059690918213
Setting 1;100.0;61;0.8753952034075237;0.8497059781772246
Setting 1;100.0;62;0.8753952023590498;0.8497059781772246
Setting 1;100.0;63;0.8753952023590498;0.8497059690918213
Setting 1;100.0;64;0.8753952023590498;0.8497059872626279
Setting 1;100.0;65;0.8753952034075237;0.8497059690918213
Setting 1;100.0;66;0.8753952023590498;0.8497059872626279
Setting 1;100.0;67;0.8753952013105757;0.8497059690918213
Setting 1;1000.0;1;0.4755667180293117;0.4759965279222609
Setting 1;1000.0;2;0.7132389775918875;0.706823137905702
Setting 1;1000.0;3;0.6817035538697771;0.6690959278677122
Setting 1;1000.0;4;0.6723304572432925;0.6589467600815724
Setting 1;1000.0;5;0.6700381009166305;0.6563366963256629
Setting 1;1000.0;6;0.6697454592372805;0.6562265085539981
Setting 1;1000.0;7;0.6697731274180694;0.6562527835404472
Setting 1;1000.0;8;0.6697666772059274;0.6562506212144532
Setting 1;1000.0;9;0.6697653099958116;0.6562497671865395
Setting 1;1000.0;10;0.6697653445954541;0.6562488495608025
Setting 1;1000.0;11;0.6697652900748052;0.6562488586462059
Setting 1;1000.0;12;0.6697652680568509;0.6562487768775758
Setting 1;1000.0;13;0.669765273299221;0.6562487859629791
Setting 1;1000.0;14;0.6697653058019155;0.6562488132191892
Setting 1;1000.0;15;0.6697653110442856;0.6562488041337858
Setting 1;1000.0;16;0.6697652963656493;0.6562488132191892
Setting 1;1000.0;17;0.6697653016080194;0.6562488132191892
Setting 1;1000.0;18;0.6697653037049675;0.6562488041337858
Setting 1;1000.0;19;0.6697652963656493;0.6562488223045926
Setting 1;1000.0;20;0.6697653016080194;0.6562488313899959
Setting 1;1000.0;21;0.6697653016080194;0.6562488041337858
Setting 1;1000.0;22;0.6697653016080194;0.6562488223045926
Setting 1;1000.0;23;0.6697653026564934;0.6562488132191892
Setting 1;1000.0;24;0.6697653016080194;0.6562488223045926
Setting 1;1000.0;25;0.6697652984625975;0.6562488223045926
Setting 1;1000.0;26;0.6697652995110714;0.6562488041337858
Setting 1;10000.0;1;0.4755667127869416;0.47599651883685756
Setting 1;10000.0;2;0.5003995304597848;0.49891064196914847
Setting 1;10000.0;3;0.4976380606468406;0.49644514515112936
Setting 1;10000.0;4;0.49765037707109794;0.4964502874894178
Setting 1;10000.0;5;0.49764856321105144;0.4964484249817338
Setting 1;10000.0;6;0.497648527562935;0.4964483704693138
Setting 1;10000.0;7;0.497648531756831;0.49644835229850715
Setting 1;10000.0;8;0.4976485254659869;0.49644836138391046
Setting 1;10000.0;9;0.497648527562935;0.4964483432131037
Setting 1;10000.0;10;0.49764852861140896;0.4964483432131037
Setting 1;10000.0;11;0.4976485265144609;0.49644835229850715
Setting 1;10000.0;12;0.49764852441751295;0.4964483432131037
Setting 1;10000.0;13;0.49764852441751295;0.4964483341277004
Setting 2;0.0001;1;0.47126659655272984;0.4831518655081867
Setting 2;0.0001;2;0.6973271231386657;0.7068251710015412
Setting 2;0.0001;3;0.7924786197617009;0.7865901068409509
Setting 2;0.0001;4;0.8330392054226479;0.8151756045470279
Setting 2;0.0001;5;0.8609326454286114;0.8398649724577644
Setting 2;0.0001;6;0.8715590127741616;0.8587157058707328
Setting 2;0.0001;7;0.8831256112047254;0.8628202791440884
Setting 2;0.0001;8;0.8883747774621813;0.8632936618626348
Setting 2;0.0001;9;0.8999121916884016;0.8663269863298363
Setting 2;0.0001;10;0.9033791643447492;0.8755465677727323
Setting 2;0.0001;11;0.9110602603645839;0.8726945474589595
Setting 2;0.0001;12;0.9110898792056581;0.8715675225815316
Setting 2;0.0001;13;0.9135846533725305;0.8772169711459762
Setting 2;0.0001;14;0.9190556533880757;0.8737333753354428
Setting 2;0.0001;15;0.9240887429178233;0.8765085279813749
Setting 2;0.0001;16;0.9267163227524317;0.8787914582493065
Setting 2;0.0001;17;0.9295252719196683;0.8819117841013565
Setting 2;0.0001;18;0.9293040303858962;0.8819156263239563
Setting 2;0.0001;19;0.9310547865343461;0.8813717602953631
Setting 2;0.0001;20;0.9342267120190862;0.8807835752157559
Setting 2;0.0001;21;0.9384008043229752;0.8842311516404073
Setting 2;0.0001;22;0.9412315132858383;0.8852115104074202
Setting 2;0.0001;23;0.9409324590685815;0.8836897813153156
Setting 2;0.0001;24;0.9434645344713746;0.8821183122720334
Setting 2;0.0001;25;0.9464637617533525;0.884569313660875
Setting 2;0.0001;26;0.9475316845347437;0.8769990788184258
Setting 2;0.0001;27;0.9504535591873202;0.8802134520647442
Setting 2;0.0001;28;0.9518002302629147;0.8739135186965454
Setting 2;0.0001;29;0.9535682460646999;0.8730019368748596
Setting 2;0.0001;30;0.9552483661191935;0.8746072430144505
Setting 2;0.0001;31;0.9562749857024849;0.8715125358490396
Setting 2;0.0001;32;0.9570030098517354;0.8710752885956077
Setting 2;0.0001;33;0.9574505585976681;0.8716697419537764
Setting 2;0.0001;34;0.9591593011330111;0.8740061847479457
Setting 2;0.0001;35;0.9603596915313478;0.8731520157147137
Setting 2;0.0001;36;0.9623662047076373;0.8741696475233207
Setting 2;0.0001;37;0.963155172043401;0.8721431594960927
Setting 2;0.0001;38;0.9642051730494198;0.8728013519608928
Setting 2;0.0001;39;0.9643334785748645;0.8686551410667964
Setting 2;0.0001;40;0.966107015025651;0.8652426205703961
Setting 2;0.0001;41;0.9671249736460179;0.8633588287438274
Setting 2;0.0001;42;0.9680775550226971;0.8612397907444317
Setting 2;0.0001;43;0.9688952528630589;0.8611764346992679
Setting 2;0.0001;44;0.9690940635830938;0.8611097355722046
Setting 2;0.0001;45;0.9705286875950234;0.8590606353104622
Setting 2;0.0001;46;0.9706739579325123;0.8587631126293346
Setting 2;0.0001;47;0.9713812618558606;0.8580482154593997
Setting 2;0.0001;48;0.971867164116115;0.8589953523500369
Setting 2;0.0001;49;0.972984955743458;0.8562306468350405
Setting 2;0.0001;50;0.974185147886444;0.8538978141050058
Setting 2;0.0001;51;0.9746084688118052;0.8554450225886704
Setting 2;0.0001;52;0.9752278020066715;0.8531049000828272
Setting 2;0.0001;53;0.9762500040540677;0.8536277093386231
Setting 2;0.0001;54;0.9763884117063338;0.8535864315635034
Setting 2;0.0001;55;0.9768852751999301;0.8516864466839843
Setting 2;0.0001;56;0.9778539686364711;0.849668989621054
Setting 2;0.0001;57;0.9782645821563616;0.8490764399623003
Setting 2;0.0001;58;0.9785038865318135;0.8478189652432544
Setting 2;0.0001;59;0.9787699553796341;0.8448012070011471
Setting 2;0.0001;60;0.979199916588382;0.8478843410670658
Setting 2;0.0001;61;0.979628951334625;0.8496319255220786
Setting 2;0.0001;62;0.9803109090738841;0.8470205374575264
Setting 2;0.0001;63;0.9809181258167294;0.8486286294987
Setting 2;0.0001;64;0.9813238363292885;0.8476311722607222
Setting 2;0.0001;65;0.9814082613370722;0.8468924788481003
Setting 2;0.0001;66;0.9816596732684716;0.8447020172968736
Setting 2;0.0001;67;0.9820615381355707;0.8454697189097272
Setting 2;0.0001;68;0.9825034061031802;0.8469917846316064
Setting 2;0.0001;69;0.9827923874235711;0.8453165523622855
Setting 2;0.0001;70;0.9832396311612718;0.8446761200200761
Setting 2;0.0001;71;0.9835884042620996;0.8441863933455769
Setting 2;0.0001;72;0.9838673203108307;0.8441843387431596
Setting 2;0.0001;73;0.9841717058178114;0.8440797049228761
Setting 2;0.0001;74;0.9842809165570577;0.8441880997102964
Setting 2;0.0001;75;0.9843096635829351;0.8440993919607285
Setting 2;0.0001;76;0.9846961916194291;0.8413417788868451
Setting 2;0.0001;77;0.9850567380380169;0.838017617902315
Setting 2;0.0001;78;0.9855951118811371;0.8355973542942712
Setting 2;0.0001;79;0.9861479443853276;0.8373427448517874
Setting 2;0.0001;80;0.9863253003179681;0.8354646873393101
Setting 2;0.0001;81;0.9868343895582018;0.834514718115397
Setting 2;0.0001;82;0.9871692847844681;0.8345025646197417
Setting 2;0.0001;83;0.9872308151118281;0.8340933853247573
Setting 2;0.0001;84;0.9874090174423126;0.8339793490866317
Setting 2;0.0001;85;0.9874523019230536;0.8340453517382993
Setting 2;0.0001;86;0.9876452196298703;0.8345969370358616
Setting 2;0.0001;87;0.9880875247759457;0.832108627781656
Setting 2;0.0001;88;0.9883938991907735;0.8286739361518254
Setting 2;0.0001;89;0.988636703535689;0.8282126953210109
Setting 2;0.0001;90;0.9889043368215668;0.8293897039160049
Setting 2;0.0001;91;0.9893099634568621;0.8306020005977152
Setting 2;0.0001;92;0.9897612294906237;0.831430992045392
Setting 2;0.0001;93;0.9899001467608111;0.8272557845589872
Setting 2;0.0001;94;0.9901908323146991;0.8299754281158807
Setting 2;0.0001;95;0.9902384047028365;0.830534326405098
Setting 2;0.0001;96;0.9902660028643729;0.8300207802720652
Setting 2;0.0001;97;0.9906108311920654;0.8297285740197915
Setting 2;0.0001;98;0.9908639054183299;0.8298633304009397
Setting 2;0.0001;99;0.991101678398283;0.8295639040203973
Setting 2;0.0001;100;0.9912017134732131;0.829366755051716
Setting 2;0.001;1;0.47126660036533274;0.4831518655081867
Setting 2;0.001;2;0.697327587005352;0.7068257513977043
Setting 2;0.001;3;0.7924789031651833;0.7865897469953297
Setting 2;0.001;4;0.8330395777868645;0.8151757090183371
Setting 2;0.001;5;0.8609322654391889;0.8398637420178986
Setting 2;0.001;6;0.8715556348079909;0.8587116779213608
Setting 2;0.001;7;0.8831224086182882;0.8628162628026397
Setting 2;0.001;8;0.8883700167920249;0.8632870685622219
Setting 2;0.001;9;0.8999054306725897;0.8663180250130781
Setting 2;0.001;10;0.9033707435758074;0.8755390922701516
Setting 2;0.001;11;0.910876984730505;0.8719498179262413
Setting 2;0.001;12;0.9112591092106478;0.8717072007221428
Setting 2;0.001;13;0.9135741585476101;0.877204376549237
Setting 2;0.001;14;0.9190392604664668;0.8737121212279502
Setting 2;0.001;15;0.9240699353477101;0.8764851844476951
Setting 2;0.001;16;0.9266923249589019;0.8787666521172957
Setting 2;0.001;17;0.9295007530704086;0.8818891022193026
Setting 2;0.001;18;0.9292646525522616;0.8818843313628419
Setting 2;0.001;19;0.9310145051138239;0.8813336630912174
Setting 2;0.001;20;0.9341873964579659;0.8807434698408858
Setting 2;0.001;21;0.9383558448386928;0.8841793919105823
Setting 2;0.001;22;0.9413930990220104;0.8851467730193883
Setting 2;0.001;23;0.9408973005154914;0.8836360250226895
Setting 2;0.001;24;0.9434274708877013;0.8820436501096125
Setting 2;0.001;25;0.9464287163074817;0.8844917030859455
Setting 2;0.001;26;0.9474924617469604;0.8768740382690479
Setting 2;0.001;27;0.9504244118381381;0.8801128926255258
Setting 2;0.001;28;0.9517726587895986;0.8737511586738802
Setting 2;0.001;29;0.9535113429663947;0.8728995782075356
Setting 2;0.001;30;0.9548591324055071;0.8735783166965094
Setting 2;0.001;31;0.9556930045782447;0.8739360728914434
Setting 2;0.001;32;0.9569019529992278;0.8704867088466096
Setting 2;0.001;33;0.9570869239707301;0.8706772529069549
Setting 2;0.001;34;0.9591351800653207;0.8738798905428554
Setting 2;0.001;35;0.9603443763054924;0.872969608808575
Setting 2;0.001;36;0.9623401773384963;0.8738966755998923
Setting 2;0.001;37;0.963288484787323;0.8719364455986435
Setting 2;0.001;38;0.9642458916484079;0.8725992464089787
Setting 2;0.001;39;0.9642991359187952;0.8682800658503558
Setting 2;0.001;40;0.9660893181938498;0.864859547494828
Setting 2;0.001;41;0.9671081460876783;0.862941314959941
Setting 2;0.001;42;0.9680863176550325;0.8607971806304527
Setting 2;0.001;43;0.9687867944774519;0.8610491886444701
Setting 2;0.001;44;0.9689080416040582;0.8607640051857701
Setting 2;0.001;45;0.9705115982379512;0.8587133378543873
Setting 2;0.001;46;0.9706536609055322;0.8583066078312112
Setting 2;0.001;47;0.9713205652176684;0.8582524800850406
Setting 2;0.001;48;0.9725559858114644;0.856767443638367
Setting 2;0.001;49;0.9733167119266688;0.8557832194329079
Setting 2;0.001;50;0.9742646279482642;0.8530108062568657
Setting 2;0.001;51;0.9746060478089626;0.855100975351109
Setting 2;0.001;52;0.9752409249858586;0.8525303543130527
Setting 2;0.001;53;0.9755753156776743;0.8528380339270345
Setting 2;0.001;54;0.976283135573282;0.8530689851682547
Setting 2;0.001;55;0.9768865638597108;0.8511523777426243
Setting 2;0.001;56;0.9777087847179814;0.849724730868558
Setting 2;0.001;57;0.9779635466564637;0.8490438216979341
Setting 2;0.001;58;0.9784896947529464;0.8471569653796243
Setting 2;0.001;59;0.9788954268702553;0.8452710144793288
Setting 2;0.001;60;0.9793789221072112;0.8482178831340752
Setting 2;0.001;61;0.9796520518956053;0.8486076075496726
Setting 2;0.001;62;0.9804763404555161;0.8474511565867756
Setting 2;0.001;63;0.9806471476072394;0.8475938876112048
Setting 2;0.001;64;0.9813009086063065;0.8473798839379472
Setting 2;0.001;65;0.9813938433437662;0.8444621163468184
Setting 2;0.001;66;0.9818740724509031;0.844929834398813
Setting 2;0.001;67;0.9821117297819015;0.8442700632564492
Setting 2;0.001;68;0.9825025762266153;0.8474004996096604
Setting 2;0.001;69;0.9828250766808487;0.8443788875370302
Setting 2;0.001;70;0.9832768968128989;0.8441773507733559
Setting 2;0.001;71;0.9835537794734157;0.8435285026867816
Setting 2;0.001;72;0.9839199545647537;0.8429911138793686
Setting 2;0.001;73;0.9840708815340808;0.84355639652638
Setting 2;0.001;74;0.9841072563074965;0.8437931169054613
Setting 2;0.001;75;0.9845300981157598;0.8420409589286835
Setting 2;0.001;76;0.9849600605953754;0.8380726162427302
Setting 2;0.001;77;0.985144073332682;0.8373003062843416
Setting 2;0.001;78;0.9856386365558609;0.834798833645157
Setting 2;0.001;79;0.9862207206203795;0.8355500868307484
Setting 2;0.001;80;0.9867707140062759;0.8340864437866466
Setting 2;0.001;81;0.9868370164416009;0.8338021889618076
Setting 2;0.001;82;0.9872027759592227;0.833392649821202
Setting 2;0.001;83;0.9872728452462144;0.8334081347908335
Setting 2;0.001;84;0.9873417631271298;0.8330938038368226
Setting 2;0.001;85;0.9875990439252623;0.8349045121785339
Setting 2;0.001;86;0.9876977420474415;0.8330853764845344
Setting 2;0.001;87;0.9881364328459664;0.8315267806281498
Setting 2;0.001;88;0.9884455154797219;0.8273562627427429
Setting 2;0.001;89;0.9886644643682826;0.828440187401099
Setting 2;0.001;90;0.988958900252558;0.8280719144276898
Setting 2;0.001;91;0.9893535999679375;0.8293647933126846
Setting 2;0.001;92;0.9897454808989052;0.8318103970172095
Setting 2;0.001;93;0.9897888670490569;0.8313193586473816
Setting 2;0.001;94;0.9899533757807868;0.8275663081141682
Setting 2;0.001;95;0.9901581430574214;0.8278411837370117
Setting 2;0.001;96;0.990359367155093;0.8296498374763056
Setting 2;0.001;97;0.9906683188894821;0.8289106913546764
Setting 2;0.001;98;0.9909283600121154;0.8288495872466255
Setting 2;0.001;99;0.9911558681941899;0.8294414520379068
Setting 2;0.001;100;0.9912894834046089;0.825229644769457
Setting 2;0.01;1;0.4712666016362004;0.4831518655081867
Setting 2;0.01;2;0.6973323438629055;0.7068307079809371
Setting 2;0.01;3;0.7924800469460538;0.7865893987576318
Setting 2;0.01;4;0.8330458889155342;0.815172865077138
Setting 2;0.01;5;0.8609265719521892;0.8398525984115671
Setting 2;0.01;6;0.8715189296089904;0.8586818687744241
Setting 2;0.01;7;0.8830903090435926;0.8627800576899857
Setting 2;0.01;8;0.8883202038642489;0.8632209382233985
Setting 2;0.01;9;0.899835461784141;0.8662218185450828
Setting 2;0.01;10;0.9032738805864914;0.8754411097898973
Setting 2;0.01;11;0.9108078736777092;0.8718660783678294
Setting 2;0.01;12;0.9111429557215178;0.8715390599536932
Setting 2;0.01;13;0.9134546093001625;0.8770663235178824
Setting 2;0.01;14;0.9188735965160577;0.8735043277936376
Setting 2;0.01;15;0.9238824506000279;0.8762497873718657
Setting 2;0.01;16;0.9264570263582319;0.8785195774706647
Setting 2;0.01;17;0.9292362804323362;0.8816494218197894
Setting 2;0.01;18;0.9288687925347324;0.8815469470732328
Setting 2;0.01;19;0.9306155975557088;0.8809637998323212
Setting 2;0.01;20;0.9337889514956694;0.8803249461676754
Setting 2;0.01;21;0.9379400601584004;0.8837086674064628
Setting 2;0.01;22;0.9411164997649759;0.884544542352634
Setting 2;0.01;23;0.940496467592911;0.8830403644405015
