Kernel (domain);Kernel (pairwise);Setting;Iteration;Train AUC;Test AUC
Gaussian;Linear;Setting 1;97;0.910744282629163;0.8680783603754225
Gaussian;Linear;Setting 1;98;0.911124211554233;0.8687440622960638
Gaussian;Linear;Setting 1;99;0.9108812125461949;0.8684134183450689
Gaussian;Linear;Setting 1;100;0.9109149805017996;0.8685105267554043
Gaussian;Linear;Setting 1;101;0.9111919394456975;0.8696150500379946
Gaussian;Linear;Setting 1;102;0.91098678111725;0.8695330851070332
Gaussian;Linear;Setting 1;103;0.9110350230128104;0.8694705418581389
Gaussian;Linear;Setting 1;104;0.9111662003786235;0.8695177379037214
Gaussian;Linear;Setting 1;105;0.911225693688427;0.8687815475006129
Gaussian;Linear;Setting 1;106;0.9116441420804182;0.8694831048343011
Gaussian;Linear;Setting 1;107;0.9113971937642729;0.8683579375260173
Gaussian;Linear;Setting 1;108;0.9115030160235222;0.8682262639542409
Gaussian;Linear;Setting 1;109;0.9116478856953949;0.8679558543808457
Gaussian;Linear;Setting 1;110;0.9116555580491658;0.8681466078945742
Gaussian;Linear;Setting 1;111;0.9117762176395682;0.8683205202294475
Gaussian;Linear;Setting 1;112;0.9118720980641726;0.868656393094845
Gaussian;Linear;Setting 1;113;0.9121883649653257;0.8690424499569124
Gaussian;Linear;Setting 1;114;0.9118471680567454;0.8685217994799607
Gaussian;Linear;Setting 1;115;0.9117606740953335;0.8685953438214944
Gaussian;Linear;Setting 1;116;0.9117784528382539;0.8686654927640652
Gaussian;Linear;Setting 1;117;0.9117765604614525;0.8686587019661397
Gaussian;Linear;Setting 1;118;0.911603785088197;0.868071569577497
Gaussian;Linear;Setting 1;119;0.9121837848649513;0.8690114839183719
Gaussian;Linear;Setting 1;120;0.9119935598577843;0.8686718761141152
Gaussian;Linear;Setting 1;121;0.9120904207529779;0.8691407807108743
Gaussian;Linear;Setting 1;122;0.9121954956605195;0.8692097073098186
Gaussian;Linear;Setting 1;123;0.9121832706321249;0.8694707455820766
Gaussian;Linear;Setting 1;124;0.9122936798481864;0.8695717926552088
Gaussian;Linear;Setting 1;125;0.9126861629106598;0.8699072580727308
Gaussian;Linear;Setting 1;126;0.9128545090251701;0.8700508155408768
Gaussian;Linear;Setting 1;127;0.9128099833188357;0.8696359656956052
Gaussian;Linear;Setting 1;128;0.9129166626327958;0.8695436108438177
Gaussian;Linear;Setting 1;129;0.9129049586936654;0.8698639327819658
Gaussian;Linear;Setting 1;130;0.9128578275410102;0.8690504630984646
Gaussian;Linear;Setting 1;131;0.9127333694841295;0.8689180425389164
Gaussian;Linear;Setting 1;132;0.9126022538262556;0.8688317994052619
Gaussian;Linear;Setting 1;133;0.9125705976534583;0.8688231071839172
Gaussian;Linear;Setting 1;134;0.913124673239321;0.8697251288723676
Gaussian;Linear;Setting 1;135;0.9129762176505385;0.8702908023395657
Gaussian;Linear;Setting 1;136;0.9131615882998236;0.8700449754546609
Gaussian;Linear;Setting 1;137;0.9131193389308011;0.8695893129138567
Gaussian;Linear;Setting 1;138;0.9133547752880712;0.8698927257651701
Gaussian;Linear;Setting 1;139;0.9133006642818514;0.8698271945651886
Gaussian;Linear;Setting 1;140;0.9133184498812095;0.8698099459384577
Gaussian;Linear;Setting 1;141;0.9132398545360121;0.8696103643874259
Gaussian;Linear;Setting 1;142;0.9131501997568269;0.86947774010394
Gaussian;Linear;Setting 1;143;0.9129486410581644;0.8697425812230363
Gaussian;Linear;Setting 1;144;0.9130757388435543;0.8702836720017438
Gaussian;Linear;Setting 1;145;0.9130803189439287;0.8706358427821628
Gaussian;Linear;Setting 1;146;0.9127439215417287;0.8702419085945018
Gaussian;Linear;Setting 1;147;0.9129523298216397;0.8704509293546501
Gaussian;Linear;Setting 1;148;0.9129504991527774;0.8704473981397288
Gaussian;Linear;Setting 1;149;0.9127175722517005;0.8698654946654887
Gaussian;Linear;Setting 1;150;0.9131287665326197;0.8697073369818027
Gaussian;Linear;Setting 1;151;0.9130017784502328;0.8697051639264666
Gaussian;Linear;Setting 1;152;0.9131432884676391;0.8701871747632218
Gaussian;Linear;Setting 1;153;0.9128606935319631;0.8698244782460184
Gaussian;Linear;Setting 1;154;0.9129393985801634;0.8701115252743312
Gaussian;Linear;Setting 1;155;0.9128300315426302;0.869930957957491
Gaussian;Linear;Setting 1;156;0.912821796960969;0.8699057640971872
Gaussian;Linear;Setting 1;157;0.9127117168539165;0.869618649160895
Gaussian;Linear;Setting 1;158;0.9126176191031105;0.869362907711019
Gaussian;Linear;Setting 1;159;0.9125250709072217;0.8694807280550272
Gaussian;Linear;Setting 1;160;0.9125803886464742;0.8691904893516893
Gaussian;Linear;Setting 1;161;0.9129110334974554;0.8692218628381053
Gaussian;Linear;Setting 1;162;0.9130840899846562;0.8702575274297305
Gaussian;Linear;Setting 1;163;0.9130904390459536;0.8700318013066853
Gaussian;Linear;Setting 1;164;0.9130893694416745;0.8700267082082411
Gaussian;Linear;Setting 1;165;0.9133277540671497;0.8706177792596808
Gaussian;Linear;Setting 1;166;0.9129621825225948;0.8700152996677263
Gaussian;Linear;Setting 1;167;0.9128931381950943;0.8702958954380099
Gaussian;Linear;Setting 1;168;0.9129620591067165;0.8698604694750238
Gaussian;Linear;Setting 1;169;0.9128580469470162;0.8697337531857331
Gaussian;Linear;Setting 1;170;0.912983985994437;0.8699285132702378
Gaussian;Linear;Setting 1;171;0.913132277028715;0.8701769206583543
Gaussian;Linear;Setting 1;172;0.9131353075741724;0.8701818779408399
Gaussian;Linear;Setting 1;173;0.912961915121525;0.8698645439537791
Gaussian;Linear;Setting 1;174;0.9128824078701154;0.8697571135305969
Gaussian;Linear;Setting 1;175;0.9127704079605107;0.869744346830497
Gaussian;Linear;Setting 1;176;0.9128157290136167;0.8692377533052511
Gaussian;Linear;Setting 1;177;0.9131124687802394;0.8689966120709149
Gaussian;Linear;Setting 1;178;0.9130884781047753;0.8690330107477959
Gaussian;Linear;Setting 1;179;0.9130975148896457;0.8689122703606796
Gaussian;Linear;Setting 1;180;0.9130951837008324;0.8689058870106297
Gaussian;Linear;Setting 1;181;0.9129170328804309;0.8684186472594716
Gaussian;Linear;Setting 1;182;0.9129850898809045;0.8683753219687067
Gaussian;Linear;Setting 1;183;0.9131585783236794;0.8686497381128779
Gaussian;Linear;Setting 1;184;0.9134475360335284;0.8690247938823059
Gaussian;Linear;Setting 1;185;0.9134979994148991;0.8691505594598871
Gaussian;Linear;Setting 1;186;0.9134773821067765;0.8691796919829877
Gaussian;Linear;Setting 1;187;0.9135279346218371;0.8691013261749269
Gaussian;Linear;Setting 1;188;0.913530780043477;0.8690987456717152
Gaussian;Linear;Setting 1;189;0.9141970680885126;0.8700982153103972
Gaussian;Linear;Setting 1;190;0.913985505847266;0.869529078536257
Gaussian;Linear;Setting 1;191;0.9138719152441181;0.8697909996122455
Gaussian;Linear;Setting 1;192;0.9141017567482362;0.8701772601982506
Gaussian;Linear;Setting 1;193;0.9140851161739717;0.8698381277498487
Gaussian;Linear;Setting 1;194;0.9139974634745909;0.8695560380040215
Gaussian;Linear;Setting 1;195;0.9139985605046207;0.8695506732736603
Gaussian;Linear;Setting 1;196;0.9141751274879167;0.8691857357931414
Gaussian;Linear;Setting 1;197;0.9142054809375537;0.8695140029648624
Gaussian;Linear;Setting 1;198;0.9142396397101065;0.8691130063473589
Gaussian;Linear;Setting 1;199;0.9141117122957567;0.8690169844646916
Gaussian;Linear;Setting 1;200;0.9141577395619443;0.8690955539966901
Gaussian;Linear;Setting 1;201;0.9141899236804436;0.8691851925293074
Gaussian;Linear;Setting 1;202;0.9140993638514837;0.8688426646819428
Gaussian;Linear;Setting 1;203;0.9141376364866484;0.8691212232128487
Gaussian;Linear;Setting 1;204;0.9141381438630372;0.8691540906748084
Gaussian;Linear;Setting 1;205;0.9141256377206974;0.8685895716432577
Gaussian;Linear;Setting 1;206;0.9141024012533787;0.8684346056345966
Gaussian;Linear;Setting 1;207;0.9142224780465779;0.8686611466533929
Gaussian;Linear;Setting 1;208;0.9140677625301878;0.8684221105664136
Gaussian;Linear;Setting 1;209;0.9141615448848602;0.8684020098045541
Gaussian;Linear;Setting 1;210;0.9143750406415344;0.8684363712420573
Gaussian;Linear;Setting 1;211;0.9143769193054604;0.868424079897812
Gaussian;Linear;Setting 1;212;0.9141605369885204;0.8680364611522219
Gaussian;Linear;Setting 1;213;0.9141089285820561;0.8683428619546225
Gaussian;Linear;Setting 1;214;0.9140578001262297;0.8685482156838911
Gaussian;Linear;Setting 1;215;0.9140709096350859;0.8685772802990124
Gaussian;Linear;Setting 1;216;0.9140376833380583;0.8687693919723262
Gaussian;Linear;Setting 1;217;0.9139931850574746;0.8688229034599795
Gaussian;Linear;Setting 1;218;0.9138833792079295;0.869041567153182
Gaussian;Linear;Setting 1;219;0.9138836123268108;0.8690454379079996
Gaussian;Linear;Setting 1;220;0.9138632281375696;0.86927068867519
Gaussian;Linear;Setting 1;221;0.9136559785956276;0.8687242331661212
Gaussian;Linear;Setting 1;222;0.9136885329617619;0.8690252692381608
Gaussian;Linear;Setting 1;223;0.9138136835188488;0.8691423425943972
Gaussian;Linear;Setting 1;224;0.9134826752766703;0.8686467501617907
Gaussian;Linear;Setting 1;225;0.913652125277648;0.8683746428889141
Gaussian;Linear;Setting 1;226;0.913625028635912;0.8684676768204941
Gaussian;Linear;Setting 1;227;0.9135666529254514;0.8684590525071286
Gaussian;Linear;Setting 1;228;0.9134194246390147;0.8678759945972412
Gaussian;Linear;Setting 1;229;0.9133822078952538;0.8677855411688729
Gaussian;Linear;Setting 1;230;0.9134247246653462;0.8675769278566001
Gaussian;Linear;Setting 1;231;0.9133875147780229;0.8676188270798006
Gaussian;Linear;Setting 1;232;0.9136517481735753;0.8681453855509476
Gaussian;Linear;Setting 1;233;0.913707936680414;0.8682820164052096
Gaussian;Linear;Setting 1;234;0.9136715769913639;0.8686070919019055
Gaussian;Linear;Setting 1;235;0.9136695886244348;0.8686227786451136
Gaussian;Linear;Setting 1;236;0.9137815748211642;0.8684542989485807
Gaussian;Linear;Setting 1;237;0.9138188121342382;0.8687564894562676
Gaussian;Linear;Setting 1;238;0.9134330758064481;0.8688896570035876
Gaussian;Linear;Setting 1;239;0.9136892391748437;0.8686221674733003
Gaussian;Linear;Setting 1;240;0.9139040445111158;0.8688362813318928
Gaussian;Linear;Setting 1;241;0.9137192360897209;0.8687926165012315
Gaussian;Linear;Setting 1;242;0.9137078681160371;0.8687668793770937
Gaussian;Linear;Setting 1;243;0.9138116745826068;0.8684997293867027
Gaussian;Linear;Setting 1;244;0.9138507357081054;0.8682682989934001
Gaussian;Linear;Setting 1;245;0.9138372011001127;0.8684733810907516
Gaussian;Linear;Setting 1;246;0.9138793613354453;0.8685294730816165
Gaussian;Linear;Setting 1;247;0.9138060934423302;0.8690575255283071
Gaussian;Linear;Setting 1;248;0.9136614294635883;0.8687092255027058
Gaussian;Linear;Setting 1;249;0.9135027577826533;0.8685295409895958
Gaussian;Linear;Setting 1;250;0.9135753057498114;0.8686674620954636
Gaussian;Linear;Setting 1;251;0.9138492752868781;0.8691880446644361
Gaussian;Linear;Setting 1;252;0.9137683007578037;0.8691105616601056
Gaussian;Linear;Setting 1;253;0.9137888906401754;0.8691754137802946
Gaussian;Linear;Setting 1;254;0.9138044273279724;0.8690893064625986
Gaussian;Linear;Setting 1;255;0.9135241430117966;0.8686611466533929
Gaussian;Linear;Setting 1;256;0.913556628813554;0.8688811005982013
Gaussian;Linear;Setting 1;257;0.9134446768990132;0.8689141038761196
Gaussian;Linear;Setting 1;258;0.9134392877389917;0.8689184499867919
Gaussian;Linear;Setting 1;259;0.9134257394181238;0.8689547128477143
Gaussian;Linear;Setting 1;260;0.9136196463323283;0.8694517992558644
Gaussian;Linear;Setting 1;261;0.9134297710034832;0.8689331860182903
Gaussian;Linear;Setting 1;262;0.9135441843791535;0.8690513459021949
Gaussian;Linear;Setting 1;263;0.9134471589294556;0.8685998257481252
Gaussian;Linear;Setting 1;264;0.9135122813745995;0.8687325179395904
Gaussian;Linear;Setting 1;265;0.9133549466990133;0.868488660386084
Gaussian;Linear;Setting 1;266;0.9133550426891409;0.8684849933552042
Gaussian;Linear;Setting 1;267;0.9134760725271784;0.8679836966523403
Gaussian;Linear;Setting 1;268;0.9131804092212724;0.8678987437702917
Gaussian;Linear;Setting 1;269;0.913223467649942;0.8682486735873952
Gaussian;Linear;Setting 1;270;0.9131369805449677;0.8680683099944927
Gaussian;Linear;Setting 1;271;0.9133826947023296;0.8682372650468803
Gaussian;Linear;Setting 1;272;0.9132145474245122;0.8682030394253355
Gaussian;Linear;Setting 1;273;0.9131719415207299;0.8682150591376637
Gaussian;Linear;Setting 1;274;0.9131807726124698;0.8682604895757856
Gaussian;Linear;Setting 1;275;0.9132147873998312;0.8684005837369897
Gaussian;Linear;Setting 1;276;0.9131609506511189;0.867938673662094
Gaussian;Linear;Setting 1;277;0.9132399436697021;0.8676515587258018
Gaussian;Linear;Setting 1;278;0.9130768427300218;0.8677113177475466
Gaussian;Linear;Setting 1;279;0.9131106998193164;0.8673930330487762
Gaussian;Linear;Setting 1;280;0.9131265587596846;0.8676050417600119
Gaussian;Linear;Setting 1;281;0.9131074910064793;0.8677162750300322
Gaussian;Linear;Setting 1;282;0.9130758691158704;0.8676985510474466
Gaussian;Linear;Setting 1;283;0.9131107409579425;0.8672344679172147
Gaussian;Linear;Setting 1;284;0.9130876484758153;0.8671806168896652
Gaussian;Linear;Setting 1;285;0.9132068133628021;0.8673918786131289
Gaussian;Linear;Setting 1;286;0.9131376936144872;0.8673103211300431
Gaussian;Linear;Setting 1;287;0.9131366994310226;0.8672488644088169
Gaussian;Linear;Setting 1;288;0.9132715929860618;0.8674585642487578
Gaussian;Linear;Setting 1;289;0.9132611026364018;0.8674360187996449
Gaussian;Linear;Setting 1;290;0.9131381187136237;0.8671647943304986
Gaussian;Linear;Setting 1;291;0.9133881661396032;0.8674005029264944
Gaussian;Linear;Setting 1;292;0.91324916557839;0.8672143671553552
Gaussian;Linear;Setting 1;293;0.9131416977740959;0.8673718457592485
Gaussian;Linear;Setting 1;294;0.9128983628006112;0.8664457167381625
Gaussian;Linear;Setting 1;295;0.9128960041860472;0.8666451624732358
Gaussian;Linear;Setting 1;296;0.9130201057081682;0.8668357801710058
Gaussian;Linear;Setting 1;297;0.9128424279819669;0.866533318031402
Gaussian;Linear;Setting 1;298;0.9127313605478875;0.8663410705421297
Gaussian;Linear;Setting 1;299;0.9128189515393292;0.8663748208078197
Gaussian;Linear;Setting 1;300;0.9127821324689541;0.8666901854634821
Gaussian;Linear;Setting 2;1;0.48373250169392623;0.49525843214529774
Gaussian;Linear;Setting 2;2;0.651148606757662;0.6598171615723907
Gaussian;Linear;Setting 2;3;0.7392881753117002;0.7200981558527362
Gaussian;Linear;Setting 2;4;0.7776725028401199;0.7546100624119192
Gaussian;Linear;Setting 2;5;0.8057430474987612;0.7711821941834304
Gaussian;Linear;Setting 2;6;0.8327154124391634;0.7880144152522669
Gaussian;Linear;Setting 2;7;0.8411354872269323;0.7998431786553927
Gaussian;Linear;Setting 2;8;0.8500881513458316;0.8084152544411198
Gaussian;Linear;Setting 2;9;0.8581854958233852;0.8123786946370919
Gaussian;Linear;Setting 2;10;0.8584880512046962;0.8119175593024661
Gaussian;Linear;Setting 2;11;0.8632537697571029;0.8182431375629143
Gaussian;Linear;Setting 2;12;0.8668207835632531;0.8218515028717853
Gaussian;Linear;Setting 2;13;0.8688848234354387;0.8236263337559897
Gaussian;Linear;Setting 2;14;0.8724924407427445;0.8205610441403064
Gaussian;Linear;Setting 2;15;0.875698307554486;0.8180056735884754
Gaussian;Linear;Setting 2;16;0.8787734315038198;0.8100912948764447
Gaussian;Linear;Setting 2;17;0.8815209030909664;0.8052631325051696
Gaussian;Linear;Setting 2;18;0.8817507999362738;0.8051445703777315
Gaussian;Linear;Setting 2;19;0.88197968906342;0.8003709669682516
Gaussian;Linear;Setting 2;20;0.8842049089996225;0.8007312735366205
Gaussian;Linear;Setting 2;21;0.8850080398085692;0.8023812235095178
Gaussian;Linear;Setting 2;22;0.8875177584618849;0.8003855749094546
Gaussian;Linear;Setting 2;23;0.886801874108992;0.7984041945310314
Gaussian;Linear;Setting 2;24;0.8880986222916032;0.8140162108739883
Gaussian;Linear;Setting 2;25;0.8896664329491757;0.8113952065026129
Gaussian;Linear;Setting 2;26;0.8899437885212264;0.8118064710054109
Gaussian;Linear;Setting 2;27;0.8923909738067315;0.8168289529666418
Gaussian;Linear;Setting 2;28;0.8918926811692163;0.815931006218091
Gaussian;Linear;Setting 2;29;0.8943542967045833;0.8139744933116692
Gaussian;Linear;Setting 2;30;0.8976639242108195;0.8077837157737636
Gaussian;Linear;Setting 2;31;0.8989501427669281;0.8056006099189144
Gaussian;Linear;Setting 2;32;0.8986321494175937;0.8024832073222883
Gaussian;Linear;Setting 2;33;0.8984038018532691;0.8015627031947635
Gaussian;Linear;Setting 2;34;0.8986975345592487;0.8027191765306506
Gaussian;Linear;Setting 2;35;0.8997048414070982;0.8123407139899641
Gaussian;Linear;Setting 2;36;0.8996236275495613;0.8127417869058764
Gaussian;Linear;Setting 2;37;0.8995507770672413;0.8138484573538483
Gaussian;Linear;Setting 2;38;0.9007186332983534;0.8152313877503377
Gaussian;Linear;Setting 2;39;0.9008148669551528;0.8143318782917977
Gaussian;Linear;Setting 2;40;0.900976424056577;0.81146328630301
Gaussian;Linear;Setting 2;41;0.9012576254101824;0.8114344780840795
Gaussian;Linear;Setting 2;42;0.9024105372495135;0.8105630294614317
Gaussian;Linear;Setting 2;43;0.9027990777253704;0.8096952498100628
Gaussian;Linear;Setting 2;44;0.9029815021334833;0.8090532477801704
Gaussian;Linear;Setting 2;45;0.9039284418648078;0.8094187180858949
Gaussian;Linear;Setting 2;46;0.9036278744989172;0.8101900173814117
Gaussian;Linear;Setting 2;47;0.9032644378591624;0.8083375266051376
Gaussian;Linear;Setting 2;48;0.9045243666251422;0.8094098853772607
Gaussian;Linear;Setting 2;49;0.9045928571839885;0.8094029550981783
Gaussian;Linear;Setting 2;50;0.9046404187391156;0.8124456873348878
Gaussian;Linear;Setting 2;51;0.904583671181701;0.8125481467550463
Gaussian;Linear;Setting 2;52;0.9046700813002334;0.8125060215292517
Gaussian;Linear;Setting 2;53;0.9045940911245942;0.810933935280162
Gaussian;Linear;Setting 2;54;0.9044726713689858;0.81198740564459
Gaussian;Linear;Setting 2;55;0.9050790983349205;0.8112168537321116
Gaussian;Linear;Setting 2;56;0.905133885297817;0.8117313929820189
Gaussian;Linear;Setting 2;57;0.9052720660799873;0.8110672412366281
Gaussian;Linear;Setting 2;58;0.9055959137919736;0.8084992331170588
Gaussian;Linear;Setting 2;59;0.9056290588076898;0.8084649893851226
Gaussian;Linear;Setting 2;60;0.9058533206575642;0.8078030118449341
Gaussian;Linear;Setting 2;61;0.9062935563895775;0.8080819216060419
Gaussian;Linear;Setting 2;62;0.9063082745589142;0.808030963671613
Gaussian;Linear;Setting 2;63;0.9068881855122759;0.80746159368426
Gaussian;Linear;Setting 2;64;0.9069911441453768;0.8072718263364466
Gaussian;Linear;Setting 2;65;0.906938873050271;0.8069186538788976
Gaussian;Linear;Setting 2;66;0.9070305274163779;0.8072087064416672
Gaussian;Linear;Setting 2;67;0.9070914018195962;0.8084310174288365
Gaussian;Linear;Setting 2;68;0.9079539880000647;0.8095005905005441
Gaussian;Linear;Setting 2;69;0.9076653830028246;0.8098527437994045
Gaussian;Linear;Setting 2;70;0.9077000498786214;0.8083203367952568
Gaussian;Linear;Setting 2;71;0.9081633877208651;0.8040677952512912
Gaussian;Linear;Setting 2;72;0.9079950028147556;0.8026858160695778
Gaussian;Linear;Setting 2;73;0.9080556852716575;0.8031219480443772
Gaussian;Linear;Setting 2;74;0.9085233556164726;0.8025671859982272
Gaussian;Linear;Setting 2;75;0.908572507583936;0.8025561790843906
Gaussian;Linear;Setting 2;76;0.9086766041844845;0.8019467901325328
Gaussian;Linear;Setting 2;77;0.9087947745631645;0.8017536935330033
Gaussian;Linear;Setting 2;78;0.9085771828477869;0.8014411515351723
Gaussian;Linear;Setting 2;79;0.9091681307143447;0.8008769452851748
Gaussian;Linear;Setting 2;80;0.9085849086870241;0.8020306329206466
Gaussian;Linear;Setting 2;81;0.9080401513304759;0.8017365716670352
Gaussian;Linear;Setting 2;82;0.9079684113947011;0.8009654082593436
Gaussian;Linear;Setting 2;83;0.9081092725700761;0.8011161078574282
Gaussian;Linear;Setting 2;84;0.9088722728884329;0.8019817812475073
Gaussian;Linear;Setting 2;85;0.9090464436049382;0.8009098301388597
Gaussian;Linear;Setting 2;86;0.909325629522221;0.7985599899225588
Gaussian;Linear;Setting 2;87;0.9092847175359139;0.7980437520748372
Gaussian;Linear;Setting 2;88;0.9091222966760657;0.79687538855425
