Kernel (drug);Kernel (protein);Kernel (pairwise);Setting;Iteration;Train AUC;Test AUC
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;6;0.992709128970606;0.4881360872063344
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;7;0.9957574930787786;0.489710725212667
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;8;0.9972716886549982;0.4942053130997016
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;9;0.9983050565454253;0.5057551619215914
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;10;0.9989164607971242;0.5081556804521667
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;11;0.9993265570738876;0.4930387168118736
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;12;0.9995576973956598;0.4862558822280536
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;13;0.9997244174370725;0.48024635588402265
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;14;0.9998372298151932;0.475315089531796
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;15;0.9998992659478714;0.4811039028229239
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;16;0.9999385306742865;0.48426959243908163
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;17;0.9999574716855012;0.491922069417842
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;18;0.9999751418290821;0.48695148702952706
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;19;0.9999823273146838;0.4858456466120523
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;20;0.9999873345331611;0.4803829927487393
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;21;0.9999909107546828;0.48682187295838397
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;22;0.9999927636796929;0.48259437177768405
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;23;0.9999942048435897;0.485024165490726
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;24;0.9999959967669534;0.4798100604802983
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;25;0.9999970210862663;0.4827828148039188
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;26;0.9999975472254667;0.48170173408676187
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;27;0.9999979081518747;0.48509544974747776
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;28;0.9999984444580162;0.48222182708851435
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;29;0.9999987901340126;0.48362409904233006
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;30;0.9999988231765711;0.4851997701538331
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;31;0.9999988689278059;0.48253106216421326
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;32;0.9999990010980399;0.4830293670940031
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;33;0.9999992069785965;0.4835832623682945
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;34;0.999999212062067;0.4844034434022154
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;35;0.9999992425628902;0.4824412400540121
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;36;0.9999992832306546;0.48053507975931764
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;37;0.9999993594827126;0.48167527962964785
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;38;0.9999993620244478;0.48366039701837027
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;39;0.999999392525271;0.48561228092279374
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;40;0.9999994001504768;0.48689486357985523
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;41;0.9999994103174179;0.48639234497392125
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;42;0.999999458610388;0.4863981025038592
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;43;0.9999995272372402;0.4851359381838155
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;44;0.9999995424876518;0.48518505130713685
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;45;0.999999534862446;0.4863800521831869
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;46;0.9999995729884751;0.4858892111480545
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;47;0.9999996314483862;0.4858613405243025
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;48;0.9999996517822684;0.4853196335694362
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;49;0.999999639073592;0.4838455782181684
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;50;0.9999996797413563;0.48483355178284115
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;51;0.999999705158709;0.4846928753608294
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;52;0.9999997382012674;0.4841683713482373
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;53;0.999999743284738;0.4840281476352327
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;54;0.9999997509099438;0.4851186307702319
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;55;0.9999997763272964;0.4861044568691012
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;56;0.999999791577708;0.48642812059341467
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;57;0.9999998093698549;0.4858466100696831
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;58;0.9999998144533254;0.48520904488451944
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;59;0.9999998246202665;0.4847771256678648
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;60;0.9999998246202665;0.48487020960450244
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;61;0.9999998347872076;0.48494367615082745
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;62;0.9999998347872076;0.4852388888552259
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;63;0.999999829703737;0.48564814940567314
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;64;0.9999998398706781;0.48570652565175765
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;65;0.9999998449541486;0.48546696133147704
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;66;0.9999998525793544;0.485009806489651
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;67;0.9999998525793544;0.4852328759509762
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;68;0.9999998627462956;0.4853409921482382
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;69;0.9999998754549719;0.48596411707686393
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;70;0.9999998805384425;0.48601767603479473
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;71;0.999999885621913;0.4858694660705859
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;72;0.9999998907053835;0.4852667362631313
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;73;0.9999998983305893;0.4848675978217686
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;74;0.9999998983305893;0.48485141637674134
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;75;0.9999999034140599;0.48484759736998817
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;76;0.9999999059557951;0.4844542512823331
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;77;0.9999999084975304;0.4844591730417962
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;78;0.9999999059557951;0.4844368161815936
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;79;0.9999999084975304;0.48504476955451603
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;80;0.9999999161227362;0.48514062778481337
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;81;0.9999999212062067;0.48520248640787633
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;82;0.999999923747942;0.48486254837514964
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;83;0.9999999262896773;0.48511857273061565
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;84;0.9999999262896773;0.4850900404552376
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;85;0.9999999313731478;0.4850725473148819
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;86;0.9999999313731478;0.485231668726957
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;87;0.9999999364566183;0.48521403629152204
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;88;0.9999999389983536;0.48517719274308857
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;89;0.9999999440818241;0.4851442262410246
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;90;0.9999999491652947;0.4852168221931049
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;91;0.9999999440818241;0.4854525210749392
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;92;0.9999999466235594;0.4852053651728453
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;93;0.9999999517070299;0.48518938106251364
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;94;0.9999999542487652;0.4853358382303099
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;95;0.9999999542487652;0.48525250494921224
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;96;0.9999999542487652;0.485217182038726
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;97;0.9999999542487652;0.48531120621714796
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;98;0.9999999542487652;0.4853469818366414
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;99;0.9999999542487652;0.48528715460014915
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;100;0.9999999542487652;0.48503887272949897
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;1;0.793880112568685;0.4472512122800013
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;2;0.9093041789868861;0.5354128371372171
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;3;0.9618991845518462;0.581895076438101
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;4;0.9802038110971729;0.6358395957403156
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;5;0.9882330261468509;0.6671053643909904
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;6;0.993503059822224;0.6991639842632331
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;7;0.9957997435373759;0.712735264802431
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;8;0.9975918486985615;0.7223739305042641
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;9;0.9983879178574454;0.7260108918055694
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;10;0.9988784779722085;0.7271603397988267
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;11;0.9992994318578313;0.729701275909106
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;12;0.9995057098763261;0.732687182547604
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;13;0.9996045742953619;0.7329505536702488
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;14;0.9998515669596919;0.7323803696587594
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;15;0.9999405862866372;0.7342551755830589
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;16;0.9999599780701053;0.7372187981723615
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;17;0.9999744824761837;0.7390161297701034
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;18;0.999981145337815;0.7401738433088243
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;19;0.9999852568733514;0.7417214930520899
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;20;0.9999894515348006;0.7372946956338513
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;21;0.999991525419755;0.7393202221335019
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;22;0.9999935502817351;0.7387859247984385
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;23;0.9999958863330299;0.7382691289328054
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;24;0.9999966493862814;0.7385860441549944
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;25;0.9999973442336556;0.7406062509010658
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;26;0.9999979943209228;0.741160631605505
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;27;0.9999982927216358;0.740739573976112
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;28;0.9999986081738179;0.7406797744008606
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;29;0.9999987381912714;0.7400322546883145
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;30;0.9999988788658931;0.7408256950682592
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;31;0.9999990429862852;0.7393417783988201
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;32;0.9999991303750654;0.739853947638376
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;33;0.9999991410322338;0.7387437133335552
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;34;0.9999992348153149;0.7385529993013275
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;35;0.9999993072840595;0.7387908633318916
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;36;0.9999993477812991;0.7398922949174347
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;37;0.9999993946728396;0.741125611338457
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;38;0.9999993648327683;0.7411962930154927
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;39;0.9999994223814772;0.7410404606248129
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;40;0.9999994671415842;0.7409324713599716
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;41;0.9999994479586812;0.7415030365915871
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;42;0.9999994777987525;0.7412346402945514
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;43;0.9999995246902931;0.7408999810083065
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;44;0.9999995438731961;0.7403323442403877
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;45;0.9999995609246654;0.7409608549311864
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;46;0.9999995865018694;0.7403606411706647
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;47;0.999999588633303;0.740244958190549
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;48;0.9999996163419406;0.7394674424149671
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;49;0.9999996291305426;0.7396897803894822
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;50;0.9999996504448793;0.7393111075068481
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;51;0.9999996802849506;0.7397583306994489
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;52;0.9999996717592159;0.7395210904836367
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;53;0.9999997207821901;0.7392844394262013
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;54;0.9999997314393584;0.7394284020084063
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;55;0.9999997378336595;0.7396536684466182
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;56;0.9999997612794297;0.7398240045302813
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;57;0.9999997804623327;0.7400069555344845
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;58;0.9999997761994653;0.7399043380077852
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;59;0.999999791119501;0.73981331303856
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;60;0.9999997996452357;0.7398616413536503
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;61;0.9999998017766694;0.7397712575273647
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;62;0.999999803908103;0.7395954457364341
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;63;0.999999816696705;0.7392110025673443
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;64;0.9999998380110416;0.7390311879650886
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;65;0.9999998380110416;0.7388842969191869
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;66;0.9999998529310772;0.7388971544343526
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;67;0.9999998571939446;0.7387095768040723
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;68;0.9999998678511128;0.738499073981657
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;69;0.9999998742454139;0.7385403150680374
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;70;0.9999998742454139;0.7387058685719355
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;71;0.9999998912968832;0.7388178086635393
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;72;0.9999998912968832;0.7389936204544698
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;73;0.9999998998226178;0.7389207380976146
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;74;0.9999999104797861;0.738943334054186
Kd_Tanimoto-circular.txt;Kp_GS-KINDOM_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;75;0.9999999104797861;0.7387065443712502
