Kernel (drug);Kernel (protein);Kernel (pairwise);Setting;Iteration;Train AUC;Test AUC
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;79;0.9999997407430027;0.4722761700455822
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;80;0.9999997509099438;0.4722050947314492
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;81;0.9999997610768848;0.47232588678091325
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;82;0.9999997737855612;0.4721336943954648
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;83;0.9999997788690317;0.472533738254842
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;84;0.9999998017446491;0.47252138742449135
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;85;0.9999998119115902;0.4724477003276244
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;86;0.9999998220785312;0.47269585451111873
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;87;0.9999998322454723;0.472733661517183
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;88;0.9999998500376192;0.4726251738663766
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;89;0.9999998525793544;0.47250396393167515
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;90;0.9999998551210897;0.47261665365070227
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;91;0.9999998652880309;0.47280821920829463
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;92;0.9999998729132367;0.472865086424355
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;93;0.999999885621913;0.4725767688263742
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;94;0.9999998830801777;0.472620936974386
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;95;0.9999998932471188;0.4724107174841117
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;96;0.9999999008723246;0.4724226736450715
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;97;0.9999999034140599;0.4724904058773052
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;98;0.9999999059557951;0.47265892970722245
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;99;0.9999999110392657;0.4725563388814331
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 2;100;0.9999999161227362;0.4722907263813527
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;1;0.7929593758548381;0.4452492867718002
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;2;0.9046049261950597;0.5334982976788546
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;3;0.959347820091141;0.5831188450277806
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;4;0.9784356930904334;0.6335293671191403
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;5;0.9870088265652002;0.6658157313604152
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;6;0.9925785184992882;0.6979050047964424
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;7;0.9949480311712795;0.7140304428530238
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;8;0.9970242116796681;0.7233518640971044
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;9;0.9979664780049474;0.7289015107407038
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;10;0.9985149790124122;0.7288853262135276
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;11;0.9990362914520686;0.7329229498674741
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;12;0.999358903119903;0.7348370734493351
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;13;0.9995007137958195;0.7357352107384858
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;14;0.9996481088279335;0.7355479623437691
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;15;0.9998941593985844;0.7371916275742756
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;16;0.9999313934132475;0.7410363365161748
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;17;0.9999544128968106;0.7431847198655888
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;18;0.9999660675760812;0.7454641043129165
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;19;0.9999747787454629;0.746512321034479
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;20;0.9999816888533991;0.7421959388273391
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;21;0.9999851566959692;0.7435321673542492
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;22;0.9999885158354225;0.7426208259861817
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;23;0.9999921776384559;0.742156326590589
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;24;0.9999936632477192;0.7413269302214681
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;25;0.9999949165307132;0.7433775999212607
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;26;0.9999960291390854;0.7433863333277884
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;27;0.999996728249327;0.7430740967162391
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;28;0.9999971651932279;0.7433038684832152
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;29;0.9999973975194972;0.7423164736999701
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;30;0.9999977257602813;0.7438513005844452
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;31;0.9999979644808517;0.7425741438489093
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;32;0.9999981669670496;0.7426287103115192
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;33;0.9999982436986615;0.7419272826074902
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;34;0.9999983225617071;0.7421126942143261
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;35;0.9999984653677625;0.7419980335972762
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;36;0.9999985293107724;0.7426106716682748
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;37;0.9999986124366852;0.7438336431613268
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;38;0.9999985676765784;0.744184486974748
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;39;0.9999986763796951;0.7442380137461047
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;40;0.9999986635910931;0.7440407496589813
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;41;0.9999986785111288;0.7445757227933593
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;42;0.9999987637684753;0.744291627158399
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;43;0.9999987467170061;0.7439078251322487
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;44;0.9999987978714139;0.743089276208537
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;45;0.9999988426315208;0.7435580210100808
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;46;0.9999988532886892;0.7431630249747702
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;47;0.9999988852601941;0.7432982194940724
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;48;0.9999989577289387;0.7423105128034513
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;49;0.999998974780408;0.7425691533308936
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;50;0.9999990280662495;0.7421344237615197
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;51;0.9999990834835248;0.7425014867584923
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;52;0.9999991026664278;0.7419431725554779
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;53;0.9999991538208357;0.7418963864490801
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;54;0.9999992113695446;0.7417284416552994
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;55;0.9999992348153149;0.7419894561444367
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;56;0.9999993051526258;0.7424920602244625
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;57;0.9999992987583248;0.7423703643632653
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;58;0.9999993435184317;0.7424450661798139
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;59;0.9999993712270694;0.7424558096560978
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;60;0.999999386147105;0.742414429944217
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;61;0.9999994138557426;0.7425152453394106
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;62;0.9999994266443446;0.7425456563085693
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;63;0.9999994479586812;0.7423258309212497
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;64;0.9999994586158495;0.7421769471337791
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;65;0.9999994756673188;0.7421280816448748
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;66;0.9999994905873545;0.7420434854332324
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;67;0.9999995055073901;0.7416306240365528
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;68;0.9999995119016911;0.7414530794268668
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;69;0.9999995417417624;0.741299031839505
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;70;0.9999995460046297;0.7413899701677923
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;71;0.9999995523989307;0.7415600983132049
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;72;0.9999995694504;0.7416788830388927
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;73;0.9999995992904713;0.7415551251233767
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;74;0.9999996248676752;0.7414391648922602
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;75;0.9999996355248436;0.7413263237349037
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;76;0.9999996397877109;0.7413228234410176
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;77;0.9999996653649149;0.7412653111865234
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;78;0.9999996845478178;0.7410946978518592
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;79;0.9999996973364198;0.7413570119550632
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;80;0.9999997165193227;0.7412676851482184
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;81;0.9999997399650931;0.741594806672877
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;82;0.999999746359394;0.7414124621552384
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;83;0.9999997612794297;0.7414859509986581
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;84;0.9999997655422971;0.7413426122312052
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;85;0.9999997825937663;0.7412334446496102
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;86;0.999999797513802;0.7412852559303988
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;87;0.9999998188281386;0.7413393718601324
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;88;0.9999998252224396;0.7414423879351455
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;89;0.9999998507996436;0.7417149776535693
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;90;0.9999998550625109;0.7418315443712502
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;91;0.9999998699825465;0.7417004566323984
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;92;0.9999998827711485;0.7416518337381197
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;93;0.9999998870340159;0.7413296507469143
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;94;0.9999999019540515;0.7414177472524426
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;95;0.9999999104797861;0.7412760546628073
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;96;0.9999999126112198;0.7412769557285601
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;97;0.9999999147426535;0.741328957619412
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;98;0.9999999211369545;0.7411963103436803
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;99;0.9999999253998217;0.7413163600270597
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 3;100;0.9999999275312554;0.7413331683689879
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;1;0.7660503921906255;0.4977990535483565
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;2;0.9307141572694788;0.48086383282615464
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;3;0.9706186985719205;0.4674191890393685
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;4;0.9863746806543715;0.4587170492929664
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;5;0.9929614590126298;0.45555846200951955
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;6;0.9961922537008678;0.4697507384957995
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;7;0.9979719110179738;0.49082708343342274
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;8;0.998828839596904;0.4969903832331356
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;9;0.9992812815224055;0.4980879982492138
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;10;0.9995875220733164;0.4924669773691638
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;11;0.9997706420617882;0.4821726117533458
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;12;0.9998701475340167;0.4776553908678356
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;13;0.9999248652398084;0.4761814917580789
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;14;0.9999547619134848;0.4824321309506131
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;15;0.9999697216991386;0.4822028494258247
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;16;0.9999790334024536;0.48768898779578795
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;17;0.9999870323082521;0.4888104056077638
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;18;0.9999900853257325;0.48392589696088273
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;19;0.9999922148054251;0.47921125656084085
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;20;0.9999941840016999;0.4716863243816287
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;21;0.9999951991300121;0.4722142966339411
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;22;0.9999954510039543;0.47139338131085684
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;23;0.9999962142583244;0.4746160049874667
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;24;0.9999968172292767;0.47650685910987667
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;25;0.9999972141215492;0.47296324129856304
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;26;0.999997626278909;0.4724014703255667
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;27;0.9999979163155697;0.47223041506265917
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;28;0.9999980994966184;0.4737602288766898
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;29;0.999998213984774;0.47451048550644004
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;30;0.999998290310211;0.47464111974849255
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;31;0.9999983284729295;0.47317690419087266
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;32;0.9999983819007354;0.4737020650893389
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;33;0.9999983055752985;0.47278593858266404
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;34;0.9999983742681917;0.4741045260110519
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;35;0.999998420063454;0.47407772443771834
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;36;0.9999984582261724;0.47295880560693915
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;37;0.9999984811238035;0.47290051687052836
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;38;0.9999985269190658;0.47222597937103516
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;39;0.9999985879794153;0.4721195852465898
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;40;0.9999986795699397;0.47272021537719344
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;41;0.9999987406302894;0.4723754809211219
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;42;0.9999987558953768;0.4717823477341081
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;43;0.9999988093231826;0.47295080886710994
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;44;0.999998878016076;0.4724252731214643
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;45;0.9999989085462507;0.47207222955291417
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;46;0.9999989619740567;0.472610135255483
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;47;0.9999990001367752;0.473067761187111
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;48;0.99999903066695;0.4727239638489883
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;49;0.9999990535645811;0.472998664357025
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;50;0.9999990993598433;0.4733620162230111
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;51;0.999999129890018;0.4731606608130947
Kd_Tanimoto-circular.txt;Kp_GS-ATP_L5_Sp4.0_Sc4.0.txt;Cartesian;Setting 4;52;0.9999991909503677;0.47304152188454673
