Kernel (domain);Kernel (pairwise);Setting;Iteration;Train AUC;Test AUC
K_domain_minmax;Linear;Setting 1;1;0.8790460241008322;0.8628167474899255
K_domain_minmax;Linear;Setting 1;2;0.9084269870268874;0.8704323475172461
K_domain_minmax;Linear;Setting 1;3;0.9717055121888206;0.8986920292329759
K_domain_minmax;Linear;Setting 1;4;0.9914143091771392;0.9085957243357694
K_domain_minmax;Linear;Setting 1;5;0.9968559117164;0.9351478724130865
K_domain_minmax;Linear;Setting 1;6;0.9990934507003266;0.941807253602896
K_domain_minmax;Linear;Setting 1;7;0.9998846629389728;0.9447612867973499
K_domain_minmax;Linear;Setting 1;8;0.9999723191053534;0.951096236595861
K_domain_minmax;Linear;Setting 1;9;0.9999769325877945;0.9485007854654737
K_domain_minmax;Linear;Setting 1;10;0.9999769325877945;0.9410900894747627
K_domain_minmax;Linear;Setting 1;11;0.9999769325877945;0.9393996311727341
K_domain_minmax;Linear;Setting 1;12;0.999974625846574;0.9347039136670993
K_domain_minmax;Linear;Setting 1;13;0.9999792393290151;0.9373164401338706
K_domain_minmax;Linear;Setting 1;14;0.9999884662938973;0.9367017280240421
K_domain_minmax;Linear;Setting 1;15;0.9999907730351179;0.9346185369851786
K_domain_minmax;Linear;Setting 1;16;0.9999907730351179;0.9306399836076771
K_domain_minmax;Linear;Setting 1;17;0.9999907730351179;0.9259954921111946
K_domain_minmax;Linear;Setting 1;18;0.9999953865175589;0.928881223960112
K_domain_minmax;Linear;Setting 1;19;0.9999953865175589;0.9225804248343692
K_domain_minmax;Linear;Setting 1;20;0.9999953865175589;0.9175432006010519
K_domain_minmax;Linear;Setting 1;21;0.9999953865175589;0.9087323270268424
K_domain_minmax;Linear;Setting 1;22;0.9999953865175589;0.9143159620244519
K_domain_minmax;Linear;Setting 1;23;0.9999953865175589;0.9154941602349567
K_domain_minmax;Linear;Setting 1;24;0.9999953865175589;0.9101154292739567
K_domain_minmax;Linear;Setting 1;25;0.9999953865175589;0.9011508776722902
K_domain_minmax;Linear;Setting 1;26;0.9999953865175589;0.906375930605833
K_domain_minmax;Linear;Setting 1;27;0.9999953865175589;0.931032716344512
K_domain_minmax;Linear;Setting 1;28;0.9999953865175589;0.9262345468205724
K_domain_minmax;Linear;Setting 1;29;0.9999953865175589;0.9209924185506455
K_domain_minmax;Linear;Setting 1;30;0.9999953865175589;0.9218291100334677
K_domain_minmax;Linear;Setting 1;31;0.9999953865175589;0.9320060105184073
K_domain_minmax;Linear;Setting 1;32;0.9999953865175589;0.931032716344512
K_domain_minmax;Linear;Setting 1;33;0.9999953865175589;0.921743733351547
K_domain_minmax;Linear;Setting 1;34;0.9999953865175589;0.9306229082712929
K_domain_minmax;Linear;Setting 1;35;0.9999953865175589;0.9311522436992009
K_domain_minmax;Linear;Setting 1;36;0.9999953865175589;0.9254149306741343
K_domain_minmax;Linear;Setting 1;37;0.9999953865175589;0.9158698176354074
K_domain_minmax;Linear;Setting 1;38;0.9999953865175589;0.9144013387063725
K_domain_minmax;Linear;Setting 1;39;0.9999953865175589;0.9137012499146233
K_domain_minmax;Linear;Setting 1;40;0.9999953865175589;0.9135475718871662
K_domain_minmax;Linear;Setting 1;41;0.9999953865175589;0.9135134212143979
K_domain_minmax;Linear;Setting 1;42;0.9999953865175589;0.9131548391503312
K_domain_minmax;Linear;Setting 1;43;0.9999953865175589;0.9133426678505566
K_domain_minmax;Linear;Setting 1;44;0.9999953865175589;0.9137695512601598
K_domain_minmax;Linear;Setting 1;45;0.9999953865175589;0.9140427566423058
K_domain_minmax;Linear;Setting 1;46;0.9999953865175589;0.9145891674065979
K_domain_minmax;Linear;Setting 1;47;0.9999953865175589;0.9195068642852264
K_domain_minmax;Linear;Setting 1;48;0.9999953865175589;0.9276176490676866
K_domain_minmax;Linear;Setting 1;49;0.9999953865175589;0.9293422580424835
K_domain_minmax;Linear;Setting 1;50;0.9999953865175589;0.931169319035585
K_domain_minmax;Linear;Setting 1;51;0.9999953865175589;0.9265077522027184
K_domain_minmax;Linear;Setting 1;52;0.9999953865175589;0.9290519773239533
K_domain_minmax;Linear;Setting 1;53;0.9999953865175589;0.9315108257632675
K_domain_minmax;Linear;Setting 1;54;0.9999953865175589;0.9318864831637184
K_domain_minmax;Linear;Setting 1;55;0.9999953865175589;0.9244757871730073
K_domain_minmax;Linear;Setting 1;56;0.9999953865175589;0.9277542517587597
K_domain_minmax;Linear;Setting 1;57;0.9999953865175589;0.9297179154429343
K_domain_minmax;Linear;Setting 1;58;0.9999953865175589;0.9263711495116453
K_domain_minmax;Linear;Setting 1;59;0.9999953865175589;0.9229390068984359
K_domain_minmax;Linear;Setting 1;60;0.9999953865175589;0.9176285772829724
K_domain_minmax;Linear;Setting 1;61;0.9999953865175589;0.9150160508162011
K_domain_minmax;Linear;Setting 1;62;0.9999953865175589;0.9164333037360836
K_domain_minmax;Linear;Setting 1;63;0.9999953865175589;0.9291885800150264
K_domain_minmax;Linear;Setting 1;64;0.9999953865175589;0.9282665118502834
K_domain_minmax;Linear;Setting 1;65;0.9999953865175589;0.9265419028754867
K_domain_minmax;Linear;Setting 1;66;0.9999953865175589;0.9212143979236391
K_domain_minmax;Linear;Setting 1;67;0.9999953865175589;0.9178164059831979
K_domain_minmax;Linear;Setting 1;68;0.9999953865175589;0.9173553719008265
K_domain_minmax;Linear;Setting 1;69;0.9999953865175589;0.9227511781982105
K_domain_minmax;Linear;Setting 1;70;0.9999953865175589;0.9375213441704802
K_domain_minmax;Linear;Setting 1;71;0.9999953865175589;0.9340721262208865
K_domain_minmax;Linear;Setting 1;72;0.9999953865175589;0.9332354347380644
K_domain_minmax;Linear;Setting 1;73;0.9999953865175589;0.9334061881019056
K_domain_minmax;Linear;Setting 1;74;0.9999953865175589;0.9344819342941055
K_domain_minmax;Linear;Setting 1;75;0.9999953865175589;0.9337647701659723
K_domain_minmax;Linear;Setting 1;76;0.9999953865175589;0.9342087289119596
K_domain_minmax;Linear;Setting 1;77;0.9999953865175589;0.934533160303258
K_domain_minmax;Linear;Setting 1;78;0.9999953865175589;0.9320913872003278
K_domain_minmax;Linear;Setting 1;79;0.9999953865175589;0.9185335701113312
K_domain_minmax;Linear;Setting 1;80;0.9999953865175589;0.9178847073287344
K_domain_minmax;Linear;Setting 1;81;0.9999953865175589;0.9156478382624138
K_domain_minmax;Linear;Setting 1;82;0.9999953865175589;0.9154258588894201
K_domain_minmax;Linear;Setting 1;83;0.9999953865175589;0.915408783553036
K_domain_minmax;Linear;Setting 1;84;0.9999953865175589;0.9156307629260296
K_domain_minmax;Linear;Setting 1;85;0.9999953865175589;0.9147086947612868
K_domain_minmax;Linear;Setting 1;86;0.9999953865175589;0.9143159620244519
K_domain_minmax;Linear;Setting 1;87;0.9999953865175589;0.9125913530496551
K_domain_minmax;Linear;Setting 1;88;0.9999953865175589;0.9120961682945155
K_domain_minmax;Linear;Setting 1;89;0.9999953865175589;0.9113448534936138
K_domain_minmax;Linear;Setting 1;90;0.9999953865175589;0.9197800696673725
K_domain_minmax;Linear;Setting 1;91;0.9999953865175589;0.9169797145003756
K_domain_minmax;Linear;Setting 1;92;0.9999953865175589;0.9180896113653438
K_domain_minmax;Linear;Setting 1;93;0.9999953865175589;0.9167406597909978
K_domain_minmax;Linear;Setting 1;94;0.9999953865175589;0.916757735127382
K_domain_minmax;Linear;Setting 1;95;0.9999953865175589;0.9176115019465884
K_domain_minmax;Linear;Setting 1;96;0.9999953865175589;0.9236732463629533
K_domain_minmax;Linear;Setting 1;97;0.9999953865175589;0.9173895225735947
K_domain_minmax;Linear;Setting 1;98;0.9999953865175589;0.9399460419370261
K_domain_minmax;Linear;Setting 1;99;0.9999953865175589;0.9424390410491087
K_domain_minmax;Linear;Setting 1;100;0.9999953865175589;0.931305921726658
K_domain_minmax;Linear;Setting 2;1;0.8914536989868116;0.8087703732912723
K_domain_minmax;Linear;Setting 2;2;0.9264424256146111;0.8292915352260778
K_domain_minmax;Linear;Setting 2;3;0.9770829795664233;0.8805697949526814
K_domain_minmax;Linear;Setting 2;4;0.9897501933925775;0.8807833859095688
K_domain_minmax;Linear;Setting 2;5;0.9966816663836532;0.8734720031545742
K_domain_minmax;Linear;Setting 2;6;0.9990424708967756;0.8805040746582544
K_domain_minmax;Linear;Setting 2;7;0.9997759476236298;0.8868132229232387
K_domain_minmax;Linear;Setting 2;8;0.9999009452651837;0.8873718454258676
K_domain_minmax;Linear;Setting 2;9;0.9998938699269825;0.8950775499474237
K_domain_minmax;Linear;Setting 2;10;0.9998608516820437;0.8900006572029443
K_domain_minmax;Linear;Setting 2;11;0.9999457557404577;0.8891134332281808
K_domain_minmax;Linear;Setting 2;12;0.9999575479707931;0.8839379600420609
K_domain_minmax;Linear;Setting 2;13;0.9999599064168601;0.8834614879074658
K_domain_minmax;Linear;Setting 2;14;0.9999646233089942;0.8819006309148265
K_domain_minmax;Linear;Setting 2;15;0.9999693402011283;0.8781381440588854
K_domain_minmax;Linear;Setting 2;16;0.9999716986471954;0.8761993953732913
K_domain_minmax;Linear;Setting 2;17;0.9999764155393295;0.8773495005257623
K_domain_minmax;Linear;Setting 2;18;0.9999811324314636;0.8773659305993691
K_domain_minmax;Linear;Setting 2;19;0.9999811324314636;0.8763144058885384
K_domain_minmax;Linear;Setting 2;20;0.9999811324314636;0.8786146161934806
K_domain_minmax;Linear;Setting 2;21;0.9999834908775306;0.8801919032597266
K_domain_minmax;Linear;Setting 2;22;0.9999834908775306;0.8797647213459516
K_domain_minmax;Linear;Setting 2;23;0.9999882077696647;0.8791732386961093
K_domain_minmax;Linear;Setting 2;24;0.9999882077696647;0.8783024447949527
K_domain_minmax;Linear;Setting 2;25;0.9999882077696647;0.8769387486855941
K_domain_minmax;Linear;Setting 2;26;0.9999882077696647;0.8765444269190326
K_domain_minmax;Linear;Setting 2;27;0.9999905662157318;0.8770701892744479
K_domain_minmax;Linear;Setting 2;28;0.9999929246617988;0.8756572029442692
K_domain_minmax;Linear;Setting 2;29;0.9999929246617988;0.8747042586750788
K_domain_minmax;Linear;Setting 2;30;0.9999929246617988;0.8745892481598317
K_domain_minmax;Linear;Setting 2;31;0.9999929246617988;0.8751643007360673
K_domain_minmax;Linear;Setting 2;32;0.9999929246617988;0.8760515247108307
K_domain_minmax;Linear;Setting 2;33;0.9999929246617988;0.8762486855941115
K_domain_minmax;Linear;Setting 2;34;0.9999929246617988;0.8771194794952681
K_domain_minmax;Linear;Setting 2;35;0.9999929246617988;0.8796497108307045
K_domain_minmax;Linear;Setting 2;36;0.9999929246617988;0.8800933228180863
K_domain_minmax;Linear;Setting 2;37;0.9999929246617988;0.8797154311251314
K_domain_minmax;Linear;Setting 2;38;0.9999929246617988;0.8796661409043113
K_domain_minmax;Linear;Setting 2;39;0.9999929246617988;0.88022476340694
K_domain_minmax;Linear;Setting 2;40;0.9999929246617988;0.8805040746582544
K_domain_minmax;Linear;Setting 2;41;0.9999929246617988;0.8807669558359621
K_domain_minmax;Linear;Setting 2;42;0.9999952831078659;0.8813912986330179
K_domain_minmax;Linear;Setting 2;43;0.9999952831078659;0.8815391692954785
K_domain_minmax;Linear;Setting 2;44;0.9999952831078659;0.8824263932702419
K_domain_minmax;Linear;Setting 2;45;0.9999952831078659;0.8824921135646687
K_domain_minmax;Linear;Setting 2;46;0.9999952831078659;0.882968585699264
K_domain_minmax;Linear;Setting 2;47;0.9999952831078659;0.8837900893796005
K_domain_minmax;Linear;Setting 2;48;0.9999952831078659;0.8841022607781283
K_domain_minmax;Linear;Setting 2;49;0.9999952831078659;0.8843158517350158
K_domain_minmax;Linear;Setting 2;50;0.9999952831078659;0.8844144321766562
K_domain_minmax;Linear;Setting 2;51;0.9999952831078659;0.8846773133543638
K_domain_minmax;Linear;Setting 2;52;0.9999952831078659;0.8838229495268138
K_domain_minmax;Linear;Setting 2;53;0.9999952831078659;0.8839379600420609
K_domain_minmax;Linear;Setting 2;54;0.9999952831078659;0.883083596214511
K_domain_minmax;Linear;Setting 2;55;0.9999952831078659;0.8818842008412198
K_domain_minmax;Linear;Setting 2;56;0.9999952831078659;0.8814898790746583
K_domain_minmax;Linear;Setting 2;57;0.9999952831078659;0.8808655362776026
K_domain_minmax;Linear;Setting 2;58;0.9999952831078659;0.8805533648790747
K_domain_minmax;Linear;Setting 2;59;0.9999952831078659;0.8801426130389064
K_domain_minmax;Linear;Setting 2;60;0.9999952831078659;0.8801426130389064
K_domain_minmax;Linear;Setting 2;61;0.9999952831078659;0.8799454521556257
K_domain_minmax;Linear;Setting 2;62;0.9999952831078659;0.8793703995793901
K_domain_minmax;Linear;Setting 2;63;0.9999952831078659;0.8792718191377498
K_domain_minmax;Linear;Setting 2;64;0.9999952831078659;0.8792389589905363
K_domain_minmax;Linear;Setting 2;65;0.9999952831078659;0.8789267875920084
K_domain_minmax;Linear;Setting 2;66;0.9999952831078659;0.8789267875920084
K_domain_minmax;Linear;Setting 2;67;0.9999952831078659;0.8790253680336488
K_domain_minmax;Linear;Setting 2;68;0.9999952831078659;0.8790253680336488
K_domain_minmax;Linear;Setting 2;69;0.9999952831078659;0.8789596477392219
K_domain_minmax;Linear;Setting 2;70;0.9999952831078659;0.8789925078864353
K_domain_minmax;Linear;Setting 2;71;0.9999952831078659;0.8789760778128286
K_domain_minmax;Linear;Setting 2;72;0.9999952831078659;0.8789760778128286
K_domain_minmax;Linear;Setting 2;73;0.9999952831078659;0.8796990010515247
K_domain_minmax;Linear;Setting 2;74;0.9999952831078659;0.8801919032597266
K_domain_minmax;Linear;Setting 2;75;0.9999952831078659;0.8801590431125131
K_domain_minmax;Linear;Setting 2;76;0.9999952831078659;0.88022476340694
K_domain_minmax;Linear;Setting 2;77;0.9999952831078659;0.8801261829652997
K_domain_minmax;Linear;Setting 2;78;0.9999952831078659;0.8802576235541535
K_domain_minmax;Linear;Setting 2;79;0.9999952831078659;0.8800604626708728
K_domain_minmax;Linear;Setting 2;80;0.9999952831078659;0.8798468717139852
K_domain_minmax;Linear;Setting 2;81;0.9999952831078659;0.879501840168244
K_domain_minmax;Linear;Setting 2;82;0.9999952831078659;0.8800604626708728
K_domain_minmax;Linear;Setting 2;83;0.9999952831078659;0.8799125920084122
K_domain_minmax;Linear;Setting 2;84;0.9999952831078659;0.8798304416403786
K_domain_minmax;Linear;Setting 2;85;0.9999952831078659;0.8797154311251314
K_domain_minmax;Linear;Setting 2;86;0.9999952831078659;0.8796990010515247
K_domain_minmax;Linear;Setting 2;87;0.9999952831078659;0.8798140115667719
K_domain_minmax;Linear;Setting 2;88;0.9999952831078659;0.8799947423764458
K_domain_minmax;Linear;Setting 2;89;0.9999952831078659;0.8809969768664564
K_domain_minmax;Linear;Setting 2;90;0.9999952831078659;0.8810134069400631
K_domain_minmax;Linear;Setting 2;91;0.9999952831078659;0.8811119873817035
K_domain_minmax;Linear;Setting 2;92;0.9999952831078659;0.8809148264984227
K_domain_minmax;Linear;Setting 2;93;0.9999952831078659;0.8806190851735016
K_domain_minmax;Linear;Setting 2;94;0.9999952831078659;0.8808491062039958
K_domain_minmax;Linear;Setting 2;95;0.9999952831078659;0.8795839905362776
K_domain_minmax;Linear;Setting 2;96;0.9999952831078659;0.879501840168244
K_domain_minmax;Linear;Setting 2;97;0.9999952831078659;0.879436119873817
K_domain_minmax;Linear;Setting 2;98;0.9999952831078659;0.8794854100946372
K_domain_minmax;Linear;Setting 2;99;0.9999952831078659;0.8799125920084122
K_domain_minmax;Linear;Setting 2;100;0.9999952831078659;0.8787953470031545
K_domain_minmax;Linear;Setting 3;1;0.8790566166284377;0.8082109147682919
K_domain_minmax;Linear;Setting 3;2;0.9119296890968137;0.815529415939252
K_domain_minmax;Linear;Setting 3;3;0.9719891899257375;0.8449098715492158
K_domain_minmax;Linear;Setting 3;4;0.9905684373083824;0.8462582499467746
K_domain_minmax;Linear;Setting 3;5;0.9965934639929144;0.8599904194166489
K_domain_minmax;Linear;Setting 3;6;0.9983671337406036;0.8852902561918955
K_domain_minmax;Linear;Setting 3;7;0.9991710762382758;0.8991111347668724
K_domain_minmax;Linear;Setting 3;8;0.9998387572956646;0.8940901994180683
K_domain_minmax;Linear;Setting 3;9;0.9999432243998819;0.9000514512809594
K_domain_minmax;Linear;Setting 3;10;0.999959121567915;0.8988982329146263
K_domain_minmax;Linear;Setting 3;11;0.9999273272318489;0.8996256475764672
K_domain_minmax;Linear;Setting 3;12;0.9999318692798583;0.8989337165566673
K_domain_minmax;Linear;Setting 3;13;0.9999659346399291;0.9006014477325953
K_domain_minmax;Linear;Setting 3;14;0.9999659346399291;0.8998385494287133
K_domain_minmax;Linear;Setting 3;15;0.9999750187359481;0.8989514583776879
K_domain_minmax;Linear;Setting 3;16;0.9999795607839574;0.8977095309062522
K_domain_minmax;Linear;Setting 3;17;0.9999818318079622;0.8999804839968775
K_domain_minmax;Linear;Setting 3;18;0.9999841028319669;0.8970530835284933
K_domain_minmax;Linear;Setting 3;19;0.9999863738559717;0.8965385707188986
K_domain_minmax;Linear;Setting 3;20;0.9999863738559717;0.8950837413952168
K_domain_minmax;Linear;Setting 3;21;0.9999863738559717;0.8968046980342063
K_domain_minmax;Linear;Setting 3;22;0.9999909159039811;0.8939660066709247
K_domain_minmax;Linear;Setting 3;23;0.9999909159039811;0.8919789227166276
K_domain_minmax;Linear;Setting 3;24;0.9999909159039811;0.8925466609892839
K_domain_minmax;Linear;Setting 3;25;0.9999909159039811;0.8933273011141863
K_domain_minmax;Linear;Setting 3;26;0.9999909159039811;0.8907015116031509
K_domain_minmax;Linear;Setting 3;27;0.9999931869279858;0.8893708750266127
K_domain_minmax;Linear;Setting 3;28;0.9999931869279858;0.8902047406145767
K_domain_minmax;Linear;Setting 3;29;0.9999931869279858;0.8895128095947769
K_domain_minmax;Linear;Setting 3;30;0.9999931869279858;0.8902579660776382
K_domain_minmax;Linear;Setting 3;31;0.9999931869279858;0.8897611950890639
K_domain_minmax;Linear;Setting 3;32;0.9999931869279858;0.8901869987935562
K_domain_minmax;Linear;Setting 3;33;0.9999931869279858;0.8904353842878433
K_domain_minmax;Linear;Setting 3;34;0.9999931869279858;0.8902224824355972
K_domain_minmax;Linear;Setting 3;35;0.9999931869279858;0.8897079696260024
K_domain_minmax;Linear;Setting 3;36;0.9999931869279858;0.8902224824355972
K_domain_minmax;Linear;Setting 3;37;0.9999931869279858;0.8902579660776382
K_domain_minmax;Linear;Setting 3;38;0.9999954579519905;0.8900982896884536
K_domain_minmax;Linear;Setting 3;39;0.9999954579519905;0.8902224824355972
K_domain_minmax;Linear;Setting 3;40;0.9999954579519905;0.8903466751827408
K_domain_minmax;Linear;Setting 3;41;0.9999954579519905;0.8906660279611099
K_domain_minmax;Linear;Setting 3;42;0.9999954579519905;0.8904886097509048
K_domain_minmax;Linear;Setting 3;43;0.9999954579519905;0.8904176424668228
K_domain_minmax;Linear;Setting 3;44;0.9999954579519905;0.8908611879923355
K_domain_minmax;Linear;Setting 3;45;0.9999954579519905;0.8908966716343766
K_domain_minmax;Linear;Setting 3;46;0.9999954579519905;0.890772478887233
K_domain_minmax;Linear;Setting 3;47;0.9999954579519905;0.890736995245192
K_domain_minmax;Linear;Setting 3;48;0.9999954579519905;0.8906482861400894
K_domain_minmax;Linear;Setting 3;49;0.9999954579519905;0.8906482861400894
K_domain_minmax;Linear;Setting 3;50;0.9999954579519905;0.8905595770349869
K_domain_minmax;Linear;Setting 3;51;0.9999954579519905;0.8904886097509048
K_domain_minmax;Linear;Setting 3;52;0.9999954579519905;0.8906837697821305
K_domain_minmax;Linear;Setting 3;53;0.9999954579519905;0.8911627989496842
K_domain_minmax;Linear;Setting 3;54;0.9999954579519905;0.8911273153076432
K_domain_minmax;Linear;Setting 3;55;0.9999954579519905;0.8910208643815201
K_domain_minmax;Linear;Setting 3;56;0.9999954579519905;0.8913757008019303
K_domain_minmax;Linear;Setting 3;57;0.9999954579519905;0.8912692498758072
K_domain_minmax;Linear;Setting 3;58;0.9999954579519905;0.8912515080547867
K_domain_minmax;Linear;Setting 3;59;0.9999954579519905;0.8912515080547867
K_domain_minmax;Linear;Setting 3;60;0.9999954579519905;0.8912515080547867
K_domain_minmax;Linear;Setting 3;61;0.9999954579519905;0.8911450571286637
K_domain_minmax;Linear;Setting 3;62;0.9999954579519905;0.8912337662337663
K_domain_minmax;Linear;Setting 3;63;0.9999954579519905;0.8910386062025406
K_domain_minmax;Linear;Setting 3;64;0.9999954579519905;0.8908611879923355
K_domain_minmax;Linear;Setting 3;65;0.9999954579519905;0.8906660279611099
K_domain_minmax;Linear;Setting 3;66;0.9999954579519905;0.8905418352139663
K_domain_minmax;Linear;Setting 3;67;0.9999954579519905;0.8898853878362075
K_domain_minmax;Linear;Setting 3;68;0.9999954579519905;0.8892821659215102
K_domain_minmax;Linear;Setting 3;69;0.9999954579519905;0.8890692640692641
K_domain_minmax;Linear;Setting 3;70;0.9999954579519905;0.8888208785749769
K_domain_minmax;Linear;Setting 3;71;0.9999954579519905;0.8887144276488539
K_domain_minmax;Linear;Setting 3;72;0.9999954579519905;0.8883773330494642
K_domain_minmax;Linear;Setting 3;73;0.9999954579519905;0.8883241075864027
K_domain_minmax;Linear;Setting 3;74;0.9999954579519905;0.8882531403023206
K_domain_minmax;Linear;Setting 3;75;0.9999954579519905;0.8873483074302746
K_domain_minmax;Linear;Setting 3;76;0.9999954579519905;0.8872063728621106
K_domain_minmax;Linear;Setting 3;77;0.9999954579519905;0.8871354055780285
K_domain_minmax;Linear;Setting 3;78;0.9999954579519905;0.887117663757008
K_domain_minmax;Linear;Setting 3;79;0.9999954579519905;0.8871354055780285
K_domain_minmax;Linear;Setting 3;80;0.9999954579519905;0.887046696472926
K_domain_minmax;Linear;Setting 3;81;0.9999954579519905;0.886940245546803
K_domain_minmax;Linear;Setting 3;82;0.9999954579519905;0.886940245546803
K_domain_minmax;Linear;Setting 3;83;0.9999954579519905;0.886940245546803
K_domain_minmax;Linear;Setting 3;84;0.9999954579519905;0.8869225037257824
K_domain_minmax;Linear;Setting 3;85;0.9999954579519905;0.8868337946206799
K_domain_minmax;Linear;Setting 3;86;0.9999954579519905;0.8868692782627209
K_domain_minmax;Linear;Setting 3;87;0.9999954579519905;0.8870644382939465
K_domain_minmax;Linear;Setting 3;88;0.9999954579519905;0.8871708892200696
K_domain_minmax;Linear;Setting 3;89;0.9999954579519905;0.8868692782627209
K_domain_minmax;Linear;Setting 3;90;0.9999954579519905;0.8872418565041515
K_domain_minmax;Linear;Setting 3;91;0.9999954579519905;0.8876499183876233
K_domain_minmax;Linear;Setting 3;92;0.9999954579519905;0.8875079838194593
K_domain_minmax;Linear;Setting 3;93;0.9999954579519905;0.8875789511035412
K_domain_minmax;Linear;Setting 3;94;0.9999954579519905;0.8876144347455823
K_domain_minmax;Linear;Setting 3;95;0.9999954579519905;0.8877918529557873
K_domain_minmax;Linear;Setting 3;96;0.9999954579519905;0.8882708821233412
K_domain_minmax;Linear;Setting 3;97;0.9999954579519905;0.8882353984813001
K_domain_minmax;Linear;Setting 3;98;0.9999954579519905;0.888998296785182
K_domain_minmax;Linear;Setting 3;99;0.9999954579519905;0.8892999077425306
K_domain_minmax;Linear;Setting 3;100;0.9999954579519905;0.8894950677737563
K_domain_minmax;Linear;Setting 4;1;0.8978065802592223;0.7097143308080809
K_domain_minmax;Linear;Setting 4;2;0.9438837334151392;0.717053345959596
K_domain_minmax;Linear;Setting 4;3;0.9852442671984047;0.7105823863636364
K_domain_minmax;Linear;Setting 4;4;0.9947618682414295;0.7239188762626263
K_domain_minmax;Linear;Setting 4;5;0.9991947235217424;0.7230508207070707
K_domain_minmax;Linear;Setting 4;6;0.999884960503106;0.7314157196969697
K_domain_minmax;Linear;Setting 4;7;0.999892629802899;0.7370975378787878
K_domain_minmax;Linear;Setting 4;8;0.999900299102692;0.7383601641414141
K_domain_minmax;Linear;Setting 4;9;0.9999156377022778;0.7397806186868687
K_domain_minmax;Linear;Setting 4;10;0.9999309763018637;0.7409643308080809
K_domain_minmax;Linear;Setting 4;11;0.9999539842012424;0.7395438762626263
K_domain_minmax;Linear;Setting 4;12;0.9999693228008283;0.7397017045454546
K_domain_minmax;Linear;Setting 4;13;0.9999769921006212;0.7418323863636364
K_domain_minmax;Linear;Setting 4;14;0.9999769921006212;0.7438052398989898
K_domain_minmax;Linear;Setting 4;15;0.9999769921006212;0.743331755050505
K_domain_minmax;Linear;Setting 4;16;0.9999769921006212;0.7460148358585859
K_domain_minmax;Linear;Setting 4;17;0.9999769921006212;0.7448311237373737
K_domain_minmax;Linear;Setting 4;18;0.9999846614004141;0.7453835227272727
K_domain_minmax;Linear;Setting 4;19;0.9999846614004141;0.7451467803030303
K_domain_minmax;Linear;Setting 4;20;0.9999846614004141;0.7456991792929293
K_domain_minmax;Linear;Setting 4;21;0.9999846614004141;0.7471196338383839
K_domain_minmax;Linear;Setting 4;22;0.9999846614004141;0.7459359217171717
K_domain_minmax;Linear;Setting 4;23;0.9999846614004141;0.7453835227272727
K_domain_minmax;Linear;Setting 4;24;0.9999846614004141;0.7452256944444444
K_domain_minmax;Linear;Setting 4;25;0.9999846614004141;0.7454624368686869
K_domain_minmax;Linear;Setting 4;26;0.9999846614004141;0.7452256944444444
K_domain_minmax;Linear;Setting 4;27;0.9999846614004141;0.7449100378787878
K_domain_minmax;Linear;Setting 4;28;0.9999846614004141;0.7450678661616161
K_domain_minmax;Linear;Setting 4;29;0.9999846614004141;0.7449100378787878
K_domain_minmax;Linear;Setting 4;30;0.9999846614004141;0.7451467803030303
K_domain_minmax;Linear;Setting 4;31;0.9999846614004141;0.744988952020202
K_domain_minmax;Linear;Setting 4;32;0.9999846614004141;0.7434106691919191
K_domain_minmax;Linear;Setting 4;33;0.9999846614004141;0.7429371843434344
K_domain_minmax;Linear;Setting 4;34;0.9999846614004141;0.7427793560606061
K_domain_minmax;Linear;Setting 4;35;0.9999846614004141;0.7417534722222222
K_domain_minmax;Linear;Setting 4;36;0.9999846614004141;0.7419113005050505
K_domain_minmax;Linear;Setting 4;37;0.9999846614004141;0.7418323863636364
K_domain_minmax;Linear;Setting 4;38;0.9999846614004141;0.7414378156565656
K_domain_minmax;Linear;Setting 4;39;0.9999846614004141;0.7411221590909092
K_domain_minmax;Linear;Setting 4;40;0.9999846614004141;0.741043244949495
K_domain_minmax;Linear;Setting 4;41;0.9999846614004141;0.7408065025252526
K_domain_minmax;Linear;Setting 4;42;0.9999846614004141;0.7409643308080809
K_domain_minmax;Linear;Setting 4;43;0.9999846614004141;0.7408065025252526
K_domain_minmax;Linear;Setting 4;44;0.9999846614004141;0.7405697601010102
K_domain_minmax;Linear;Setting 4;45;0.9999846614004141;0.7403330176767677
K_domain_minmax;Linear;Setting 4;46;0.9999846614004141;0.7400173611111112
K_domain_minmax;Linear;Setting 4;47;0.9999846614004141;0.7397017045454546
K_domain_minmax;Linear;Setting 4;48;0.9999846614004141;0.7391493055555556
K_domain_minmax;Linear;Setting 4;49;0.9999846614004141;0.7385179924242424
K_domain_minmax;Linear;Setting 4;50;0.9999846614004141;0.7384390782828283
K_domain_minmax;Linear;Setting 4;51;0.9999846614004141;0.7374131944444444
K_domain_minmax;Linear;Setting 4;52;0.9999846614004141;0.7374131944444444
K_domain_minmax;Linear;Setting 4;53;0.9999846614004141;0.7369397095959596
K_domain_minmax;Linear;Setting 4;54;0.9999846614004141;0.736624053030303
K_domain_minmax;Linear;Setting 4;55;0.9999846614004141;0.7363873106060606
K_domain_minmax;Linear;Setting 4;56;0.9999846614004141;0.7362294823232323
K_domain_minmax;Linear;Setting 4;57;0.9999846614004141;0.736071654040404
K_domain_minmax;Linear;Setting 4;58;0.9999846614004141;0.7352035984848485
K_domain_minmax;Linear;Setting 4;59;0.9999846614004141;0.7350457702020202
